mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
1913-143521-0039_7932-110056-0032_4734-220951-0006,1913,M,7932,F,4734,M
8771-294523-0063_476-134312-0042_1316-132800-0031,8771,F,476,M,1316,M
815-130105-0024_816-53638-0029_2156-17942-0028,815,M,816,M,2156,M
2201-160438-0034_8494-244431-0018_6294-86679-0005,2201,M,8494,M,6294,M
5583-38026-0046_1365-134825-0025_408-122806-0074,5583,F,1365,M,408,F
4800-38660-0016_5190-87791-0068_5909-107621-0022,4800,F,5190,M,5909,M
258-121528-0001_7188-107627-0016_7495-102612-0027,258,M,7188,M,7495,F
510-130101-0034_5975-54006-0062_606-121661-0023,510,M,5975,M,606,M
2499-156154-0042_1851-148962-0020_512-124520-0030,2499,M,1851,F,512,M
126-125084-0010_2774-131722-0115_1283-136983-0021,126,F,2774,M,1283,M
1343-139681-0028_6160-44912-0003_4358-44937-0011,1343,F,6160,F,4358,M
1060-134451-0019_2532-154838-0017_8119-115686-0040,1060,F,2532,F,8119,M
1734-142311-0011_5538-64717-0033_2473-157861-0026,1734,F,5538,F,2473,M
5767-48579-0089_4425-14497-0003_7959-109185-0021,5767,M,4425,M,7959,F
5635-44582-0011_1776-142744-0034_2285-163380-0012,5635,M,1776,M,2285,M
3546-9321-0033_7945-112011-0040_1417-1536-0003,3546,F,7945,F,1417,F
380-129064-0010_637-127579-0024_4846-18524-0079,380,F,637,M,4846,F
2240-148521-0036_3328-168638-0007_4260-176854-0027,2240,M,3328,M,4260,F
3258-169291-0007_6683-67218-0024_98-121658-0015,3258,F,6683,F,98,F
549-126410-0037_7704-106965-0002_5400-34479-0001,549,F,7704,M,5400,F
4490-16020-0029_6006-60489-0028_1335-160602-0000,4490,F,6006,F,1335,F
815-130569-0001_6288-63111-0024_1740-141148-0070,815,M,6288,F,1740,F
724-123285-0000_5723-43306-0002_5802-76043-0006,724,M,5723,F,5802,M
6510-62558-0010_3717-178149-0001_7434-96672-0009,6510,M,3717,M,7434,F
2045-158081-0002_1825-135580-0046_2004-147981-0005,2045,M,1825,F,2004,F
159-135897-0064_1649-68762-0021_5266-41151-0048,159,M,1649,F,5266,F
1425-139297-0013_7484-39971-0092_7318-96168-0050,1425,F,7484,M,7318,F
1413-121799-0077_114-129324-0053_2254-152831-0024,1413,M,114,F,2254,F
1241-121103-0024_203-132073-0028_6341-64956-0015,1241,F,203,F,6341,F
337-123025-0046_548-126959-0062_3380-64300-0000,337,F,548,M,3380,F
731-365-0018_4856-12103-0018_1365-134830-0005,731,F,4856,M,1365,M
7314-93277-0006_5239-31629-0039_1012-133424-0024,7314,M,5239,M,1012,F
7802-104391-0030_318-124224-0044_2285-163380-0009,7802,F,318,F,2285,M
7090-91801-0040_2971-4275-0076_979-128677-0002,7090,M,2971,M,979,F
1058-131113-0082_7434-96672-0014_126-122467-0053,1058,M,7434,F,126,F
5092-28465-0065_829-123191-0013_7518-86741-0109,5092,M,829,F,7518,M
5935-43305-0000_4854-24731-0074_4846-18524-0085,5935,M,4854,M,4846,F
2960-155151-0042_6317-54487-0093_7926-254948-0009,2960,M,6317,F,7926,M
4145-34497-0008_3703-73732-0029_5386-8684-0045,4145,F,3703,F,5386,M
8591-284444-0020_6233-61741-0028_4734-220951-0054,8591,F,6233,F,4734,M
5606-54666-0077_4860-13185-0004_5655-46268-0032,5606,F,4860,M,5655,F
100-121674-0026_3851-9210-0004_664-129011-0009,100,F,3851,F,664,F
7956-245687-0074_8401-280380-0015_1060-134451-0056,7956,M,8401,M,1060,F
204-162375-0012_3889-9914-0013_5333-5083-0001,204,M,3889,F,5333,M
953-130625-0050_2598-4662-0026_6519-69412-0035,953,M,2598,F,6519,F
4629-19366-0116_1513-140222-0072_7752-110522-0044,4629,M,1513,M,7752,F
2790-142824-0001_711-187466-0068_3866-9919-0010,2790,F,711,M,3866,M
559-126296-0043_5189-56574-0002_8194-89388-0050,559,M,5189,M,8194,F
3825-134160-0010_476-133471-0037_7145-87280-0069,3825,M,476,M,7145,F
4243-14929-0029_7525-92915-0001_3852-175448-0067,4243,M,7525,F,3852,F
8194-89388-0048_4152-12926-0029_4770-25951-0052,8194,F,4152,M,4770,F
227-129974-0055_5660-101854-0016_3361-1133-0039,227,F,5660,F,3361,F
369-125883-0021_4335-15082-0039_6235-36641-0113,369,M,4335,M,6235,F
708-129393-0034_7240-108066-0029_968-122544-0021,708,M,7240,F,968,F
6139-58869-0049_3032-19361-0110_176-122025-0018,6139,F,3032,M,176,M
948-132707-0017_2598-4654-0030_3551-7887-0014,948,F,2598,F,3551,F
2812-160187-0075_28-12332-0065_7030-64588-0063,2812,M,28,F,7030,M
5727-47030-0032_5513-39477-0040_93-126208-0021,5727,M,5513,M,93,F
1571-141320-0024_3380-64300-0018_2992-164101-0019,1571,M,3380,F,2992,M
8776-270778-0030_2156-82458-0008_7134-67233-0024,8776,F,2156,M,7134,M
7117-86710-0072_4243-187024-0028_176-123269-0033,7117,F,4243,M,176,M
7316-10642-0025_8677-291953-0009_2827-170438-0033,7316,F,8677,F,2827,M
8875-293959-0050_7783-107486-0026_8879-300234-0051,8875,M,7783,F,8879,M
5684-46240-0044_816-53638-0045_7657-104717-0010,5684,F,816,M,7657,F
1012-133424-0022_8725-294554-0046_7981-112057-0011,1012,F,8725,M,7981,M
6643-67851-0008_3551-7887-0016_3521-7591-0026,6643,F,3551,F,3521,M
210-129396-0163_5776-46889-0125_6378-61780-0035,210,M,5776,M,6378,F
4358-44937-0072_1337-10674-0040_323-126408-0081,4358,M,1337,M,323,F
8635-295756-0020_3368-170951-0001_7445-94526-0002,8635,M,3368,M,7445,F
227-129974-0005_4731-58193-0022_258-130878-0059,227,F,4731,F,258,M
7909-106369-0002_1112-128138-0022_850-131003-0049,7909,M,1112,M,850,M
2294-161707-0014_2010-147045-0041_8347-258283-0088,2294,M,2010,F,8347,M
6993-83606-0015_1401-174511-0033_7051-259009-0036,6993,M,1401,F,7051,M
8396-240992-0034_6763-74798-0023_7783-107487-0016,8396,M,6763,F,7783,F
2167-149881-0048_8635-295759-0000_1289-288043-0010,2167,M,8635,M,1289,F
3187-168497-0023_6388-64974-0085_8194-89390-0021,3187,M,6388,F,8194,F
5157-47239-0030_1961-149739-0024_2427-154697-0038,5157,M,1961,F,2427,M
1811-129443-0002_7959-109176-0046_2674-155968-0012,1811,M,7959,F,2674,M
581-126955-0049_8591-284445-0027_836-130900-0034,581,M,8591,F,836,M
1212-75242-0038_6139-58869-0007_5029-30593-0013,1212,F,6139,F,5029,F
6492-68353-0010_1752-16632-0068_1445-139397-0012,6492,M,1752,F,1445,M
7128-84121-0022_8464-282934-0014_6763-74797-0038,7128,M,8464,M,6763,F
6014-32856-0022_3118-5912-0017_7730-304534-0026,6014,F,3118,M,7730,F
1422-149735-0030_5618-48830-0064_3228-4690-0011,1422,F,5618,F,3228,F
4590-18005-0022_7688-105390-0016_7833-102239-0013,4590,M,7688,M,7833,M
2577-157236-0062_3224-168204-0012_7802-104391-0032,2577,F,3224,F,7802,F
3923-174992-0017_2240-148522-0034_1779-142733-0003,3923,M,2240,M,1779,F
8152-282985-0017_2149-7235-0000_3072-155949-0055,8152,M,2149,M,3072,M
2319-138656-0006_4837-302000-0048_5147-32135-0031,2319,M,4837,F,5147,M
1224-121064-0028_4434-73958-0007_4116-3582-0013,1224,F,4434,F,4116,F
3551-7884-0028_7240-92202-0001_5261-19373-0040,3551,F,7240,F,5261,M
3340-169293-0029_6352-88007-0007_5588-68188-0028,3340,M,6352,F,5588,F
4057-183239-0006_549-126410-0070_8142-110520-0020,4057,F,549,F,8142,M
8824-279153-0039_1349-135892-0034_353-128309-0076,8824,M,1349,M,353,M
98-121658-0052_7445-94522-0024_3072-155949-0044,98,F,7445,F,3072,M
7688-105390-0035_6701-71402-0039_2533-149939-0033,7688,M,6701,M,2533,M
359-128761-0011_1061-142358-0005_5712-48842-0039,359,M,1061,F,5712,F
1316-132800-0006_612-121766-0008_698-122863-0032,1316,M,612,F,698,F
8887-281471-0010_836-130900-0004_7258-91902-0011,8887,M,836,M,7258,M
6339-65554-0018_1348-135826-0004_4926-23281-0028,6339,F,1348,F,4926,F
8687-216570-0110_439-122810-0054_4957-23295-0001,8687,M,439,M,4957,F
7704-106965-0024_5656-44577-0065_208-126600-0011,7704,M,5656,M,208,F
2201-151776-0025_7938-109180-0010_2741-159386-0023,2201,M,7938,M,2741,F
7229-80656-0023_3092-39501-0075_7090-91801-0115,7229,F,3092,F,7090,M
3645-39840-0026_1265-135636-0038_451-126826-0008,3645,F,1265,M,451,F
731-366-0015_1283-129808-0042_3835-178029-0001,731,F,1283,M,3835,M
7313-91072-0078_4856-20410-0063_5968-55202-0006,7313,M,4856,M,5968,F
4381-14897-0000_612-121766-0011_3001-160952-0017,4381,F,612,F,3001,F
6505-231836-0039_3686-171133-0068_3330-172156-0001,6505,F,3686,M,3330,F
8776-270778-0002_7126-59167-0027_4586-19665-0012,8776,F,7126,M,4586,M
1958-144503-0014_480-126292-0029_1160-139730-0002,1958,M,480,M,1160,M
6865-95963-0033_5092-28465-0043_6555-398-0031,6865,F,5092,M,6555,M
2230-148550-0005_783-126739-0095_2368-157057-0028,2230,F,783,F,2368,M
2787-157400-0002_3864-185126-0021_6673-72311-0033,2787,M,3864,M,6673,F
637-127595-0005_492-131890-0007_2167-149880-0024,637,M,492,M,2167,M
3889-130125-0033_4839-15307-0025_7383-95441-0068,3889,F,4839,F,7383,F
1349-135892-0047_2137-131751-0008_8722-296473-0019,1349,M,2137,M,8722,F
1777-142750-0021_7933-113272-0012_525-126965-0107,1777,M,7933,F,525,F
1825-135580-0069_3221-9174-0027_1859-145703-0030,1825,F,3221,M,1859,F
98-199-0030_8791-291101-0007_3361-1133-0038,98,F,8791,M,3361,F
4734-220951-0047_1498-140041-0027_4731-95870-0005,4734,M,1498,F,4731,F
126-125084-0015_480-126292-0028_2696-157636-0032,126,F,480,M,2696,M
5157-47238-0016_7030-64588-0044_639-124526-0042,5157,M,7030,M,639,M
666-11244-0006_303-123506-0033_2299-6524-0026,666,F,303,M,2299,M
6060-58090-0010_3224-168199-0035_2512-157242-0054,6060,M,3224,F,2512,F
369-125883-0051_6373-65772-0057_6544-71420-0005,369,M,6373,F,6544,F
6686-216563-0000_408-122806-0019_4071-39616-0019,6686,M,408,F,4071,F
3825-134148-0006_4848-101836-0030_5189-37999-0011,3825,M,4848,M,5189,M
3615-14674-0017_2581-157857-0013_359-128761-0019,3615,F,2581,F,359,M
1050-134119-0044_3945-890-0026_1552-141135-0014,1050,F,3945,M,1552,M
3922-715-0031_1335-160602-0006_6510-62516-0000,3922,F,1335,F,6510,M
4222-187005-0021_8824-279153-0027_2113-132485-0015,4222,F,8824,M,2113,M
783-126739-0072_8677-291953-0031_4133-6541-0111,783,F,8677,F,4133,M
3866-9919-0018_475-124994-0006_3215-5758-0011,3866,M,475,M,3215,F
8718-295446-0027_6037-59239-0016_353-128309-0049,8718,F,6037,M,353,M
580-126947-0022_192-123167-0007_4238-12538-0012,580,M,192,F,4238,F
8118-114476-0027_4071-39616-0017_2229-152842-0006,8118,F,4071,F,2229,M
4236-8927-0010_1446-122614-0088_3927-6556-0068,4236,M,1446,M,3927,M
3330-170956-0030_7258-91902-0007_2494-156017-0011,3330,F,7258,M,2494,M
459-123443-0031_8396-240992-0002_2167-149881-0006,459,M,8396,M,2167,M
6373-65772-0045_5029-80197-0008_492-131890-0025,6373,F,5029,F,492,M
2812-160187-0011_6189-64708-0027_2334-150915-0095,2812,M,6189,F,2334,M
2204-131732-0064_4289-21393-0023_2481-156738-0046,2204,F,4289,F,2481,F
4856-12103-0014_6054-41610-0035_4490-16020-0000,4856,M,6054,F,4490,F
7704-106965-0001_1296-138074-0002_7525-101265-0009,7704,M,1296,F,7525,F
6359-64713-0021_464-126794-0041_8474-281188-0025,6359,F,464,M,8474,M
5400-3587-0032_1914-121449-0007_4807-26853-0034,5400,F,1914,M,4807,F
5570-73847-0001_3922-715-0016_671-131040-0006,5570,F,3922,F,671,M
5063-32451-0022_7294-86026-0036_5876-8675-0062,5063,F,7294,F,5876,F
362-123048-0000_7416-103126-0004_1482-140071-0024,362,F,7416,F,1482,M
6099-69550-0023_783-126739-0044_589-146346-0038,6099,F,783,F,589,F
1513-140221-0018_3989-182402-0017_3228-4687-0021,1513,M,3989,M,3228,F
6269-66185-0019_2573-178450-0026_5519-39481-0001,6269,M,2573,F,5519,M
1748-1560-0023_2056-143893-0006_1509-145742-0003,1748,M,2056,F,1509,F
7495-102612-0039_4854-24731-0075_2573-178449-0046,7495,F,4854,M,2573,F
4152-5710-0037_9026-282386-0005_5746-48361-0054,4152,M,9026,F,5746,M
5147-32136-0033_1241-121106-0013_6788-96241-0018,5147,M,1241,F,6788,F
593-126928-0030_1645-141819-0003_7932-93470-0015,593,M,1645,M,7932,F
6258-49755-0061_5727-47030-0052_4856-12103-0001,6258,M,5727,M,4856,M
274-121392-0050_594-127732-0044_8506-293168-0008,274,F,594,M,8506,F
6937-262269-0041_6054-41610-0024_7297-275885-0034,6937,F,6054,F,7297,F
6235-36641-0063_303-123506-0019_3357-28375-0015,6235,F,303,M,3357,F
1513-140221-0034_6782-61316-0006_6235-36641-0099,1513,M,6782,F,6235,F
210-129396-0089_1974-139742-0043_7982-110054-0021,210,M,1974,F,7982,F
4744-31668-0040_4856-12103-0023_2499-156153-0008,4744,F,4856,M,2499,M
7809-108638-0106_1638-84447-0024_242-122626-0017,7809,M,1638,M,242,F
4899-32637-0031_1050-134119-0043_7515-220979-0033,4899,F,1050,F,7515,F
119-121722-0004_1046-133224-0022_580-126947-0013,119,M,1046,M,580,M
4926-23281-0003_205-159056-0024_7518-86741-0048,4926,F,205,F,7518,M
5876-10347-0004_576-129623-0108_340-124368-0094,5876,F,576,F,340,M
7957-39967-0080_7090-91801-0091_3482-170452-0007,7957,M,7090,M,3482,F
612-121760-0014_70-121130-0038_1413-121799-0105,612,F,70,M,1413,M
6075-57154-0035_1028-133393-0042_278-127215-0034,6075,M,1028,M,278,F
1849-138063-0014_2481-163597-0003_2774-131722-0049,1849,M,2481,F,2774,M
224-128660-0002_882-123268-0002_288-131220-0008,224,F,882,F,288,F
593-126928-0015_3825-134148-0000_17-363-0039,593,M,3825,M,17,M
225-131256-0027_4734-220952-0020_7294-92934-0028,225,F,4734,M,7294,F
711-187466-0075_6119-48032-0089_5054-1187-0052,711,M,6119,M,5054,F
323-126408-0044_7688-105390-0034_5727-47032-0041,323,F,7688,M,5727,M
4800-73728-0003_7657-104717-0019_8527-281131-0019,4800,F,7657,F,8527,M
7069-246904-0004_3072-155948-0000_4945-29090-0007,7069,M,3072,M,4945,M
5606-54666-0005_1387-130993-0034_3046-137739-0068,5606,F,1387,M,3046,F
7995-280250-0003_815-130105-0021_3825-134160-0055,7995,F,815,M,3825,M
2012-139358-0000_303-123506-0038_3994-11512-0007,2012,M,303,M,3994,F
5883-59268-0031_4010-10798-0004_6359-64713-0070,5883,M,4010,M,6359,F
5333-37092-0019_1335-163935-0021_7783-107487-0006,5333,M,1335,F,7783,F
5266-41151-0056_3215-5764-0011_3448-5416-0052,5266,F,3215,F,3448,M
8195-117382-0005_1903-132499-0070_8687-216570-0009,8195,M,1903,M,8687,M
7932-93470-0008_7061-88086-0037_4013-11734-0021,7932,F,7061,M,4013,M
4899-32639-0010_2056-143893-0030_1885-136863-0025,4899,F,2056,F,1885,F
3294-167609-0033_583-139009-0025_5401-39515-0019,3294,F,583,M,5401,M
8742-245708-0075_8176-115047-0016_8791-291101-0031,8742,M,8176,M,8791,M
8266-258262-0024_1392-128226-0011_5337-37090-0036,8266,M,1392,M,5337,F
2060-150843-0024_5656-44576-0013_4590-18004-0024,2060,F,5656,M,4590,M
820-123133-0041_8459-285173-0005_6160-44912-0002,820,M,8459,M,6160,F
6499-87508-0020_3989-182394-0028_5876-8675-0055,6499,M,3989,M,5876,F
54-121080-0043_815-130569-0020_6637-71405-0022,54,F,815,M,6637,F
6317-54487-0036_208-126851-0024_6497-234106-0032,6317,F,208,F,6497,M
5093-29101-0035_1456-130553-0004_6115-58433-0019,5093,F,1456,M,6115,M
114-129317-0015_4860-13185-0079_1195-135814-0011,114,F,4860,M,1195,F
2053-138901-0076_3114-170976-0032_1473-135657-0021,2053,F,3114,M,1473,M
4535-279849-0028_7967-117095-0023_7909-106370-0001,4535,M,7967,F,7909,M
1290-135762-0089_227-129974-0050_3923-181420-0015,1290,F,227,F,3923,M
1923-155646-0019_8459-285173-0034_8718-295445-0003,1923,F,8459,M,8718,F
7318-96151-0013_4957-30119-0011_5266-34501-0031,7318,F,4957,F,5266,F
1974-139741-0079_2999-156967-0009_7095-88489-0013,1974,F,2999,M,7095,M
3001-160952-0022_4806-26895-0020_2573-178450-0036,3001,F,4806,M,2573,F
3105-163726-0003_5513-39477-0020_6115-58433-0023,3105,M,5513,M,6115,M
1027-125140-0003_7518-86741-0027_5063-32451-0017,1027,M,7518,M,5063,F
288-131218-0043_6359-64713-0017_7949-39970-0045,288,F,6359,F,7949,M
288-131220-0016_920-681-0011_3733-140718-0098,288,F,920,F,3733,F
2039-141209-0064_7959-109185-0045_28-12332-0083,2039,M,7959,F,28,F
6673-72311-0009_2775-134792-0012_5007-31603-0053,6673,F,2775,F,5007,F
4519-6171-0041_3989-182402-0033_1121-132777-0011,4519,F,3989,M,1121,M
6406-88089-0027_7994-258960-0018_699-132864-0019,6406,F,7994,F,699,F
6317-54487-0081_6006-60489-0023_2929-85685-0059,6317,F,6006,F,2929,M
5717-61421-0029_3185-163505-0034_512-124549-0026,5717,M,3185,M,512,M
2531-156724-0045_6492-68369-0004_4733-6398-0013,2531,M,6492,M,4733,M
2816-156159-0021_5400-3587-0008_2401-144485-0038,2816,M,5400,F,2401,F
1259-72927-0020_1629-139710-0047_8718-295197-0009,1259,F,1629,F,8718,F
1121-176698-0029_834-130871-0056_8725-294554-0019,1121,M,834,F,8725,M
7095-88489-0024_2162-181961-0016_6075-57156-0010,7095,M,2162,M,6075,M
7833-102239-0017_439-122810-0037_8490-284268-0017,7833,M,439,M,8490,M
3905-172165-0048_8855-283228-0026_205-157088-0033,3905,F,8855,M,205,F
7956-245687-0080_7730-304535-0043_8176-115046-0011,7956,M,7730,F,8176,M
6446-57416-0026_8190-284434-0016_5809-58763-0024,6446,M,8190,F,5809,F
4967-28868-0033_1571-138486-0017_3187-168500-0028,4967,F,1571,M,3187,M
8183-118119-0003_6643-67857-0001_4899-32637-0005,8183,F,6643,F,4899,F
