mixture_ID,primary_speaker,source_1_path,source_1_start,source_1_gain,source_2_path,source_2_start,source_2_gain,source_3_path,source_3_start,source_3_gain,noise_path,noise_gain
5393-19218-0010_1898-145715-0031_163-122947-0051,5393,train-clean-100/5393/19218/5393-19218-0010.flac,98153,0.4874388585562284,train-clean-100/1898/145715/1898-145715-0031.flac,104234,0.7915129025747358,train-clean-100/163/122947/163-122947-0051.flac,10927,1.373909957851312,tr/4782.flac,0.15483488149522834
481-123720-0070_4441-76263-0045_40-222-0040,481,train-clean-100/481/123720/481-123720-0070.flac,8778,0.8018969310337154,train-clean-100/4441/76263/4441-76263-0045.flac,23002,0.34927949565016136,train-clean-100/40/222/40-222-0040.flac,3833,0.9138733200277244,tr/6058.flac,0.15047255090725892
6081-41998-0032_125-121124-0041_2952-410-0055,6081,train-clean-100/6081/41998/6081-41998-0032.flac,109404,0.8785090383655579,train-clean-100/125/121124/125-121124-0041.flac,62797,0.5220948418549304,train-clean-100/2952/410/2952-410-0055.flac,207709,0.8871419345465325,tr/4065.flac,0.10510789595655991
2092-145709-0002_5561-39621-0038_5652-19215-0030,2092,train-clean-100/2092/145709/2092-145709-0002.flac,80776,0.6275618106429994,train-clean-100/5561/39621/5561-39621-0038.flac,116719,0.2264127887680207,train-clean-100/5652/19215/5652-19215-0030.flac,49354,0.61089397085584,tr/4388.flac,0.11783535773215571
2893-139310-0045_3947-13260-0009_4680-16041-0011,2893,train-clean-100/2893/139310/2893-139310-0045.flac,80442,0.7718275761772975,train-clean-100/3947/13260/3947-13260-0009.flac,21971,0.4899787587414702,train-clean-100/4680/16041/4680-16041-0011.flac,4565,0.44312277530620164,tr/8290.flac,0.1591162827120056
625-132112-0026_911-128684-0010_2518-154825-0041,625,train-clean-100/625/132112/625-132112-0026.flac,51676,0.7699611144384223,train-clean-100/911/128684/911-128684-0010.flac,98236,0.6758018735851363,train-clean-100/2518/154825/2518-154825-0041.flac,22828,1.4325581806155947,tr/83.flac,0.1723925470901791
2159-179156-0011_4018-103416-0032_445-123860-0004,2159,train-clean-100/2159/179156/2159-179156-0011.flac,70783,0.7849360697187396,train-clean-100/4018/103416/4018-103416-0032.flac,67659,0.8023825227066096,train-clean-100/445/123860/445-123860-0004.flac,44133,1.3318954725979018,tr/1554.flac,0.2160833482300606
2416-152139-0030_298-126790-0023_1040-133433-0006,2416,train-clean-100/2416/152139/2416-152139-0030.flac,6427,0.4021358476528116,train-clean-100/298/126790/298-126790-0023.flac,41540,1.2046520782678283,train-clean-100/1040/133433/1040-133433-0006.flac,73852,0.5134124118613873,tr/10233.flac,0.15016667477779222
3235-28433-0048_2518-154825-0022_3486-166446-0002,3235,train-clean-100/3235/28433/3235-28433-0048.flac,10662,0.5603632962612036,train-clean-100/2518/154825/2518-154825-0022.flac,81077,1.0152492521171546,train-clean-100/3486/166446/3486-166446-0002.flac,34392,0.11590467367711074,tr/3166.flac,0.17130392851854734
1183-133256-0014_3607-29116-0007_5867-48852-0037,1183,train-clean-100/1183/133256/1183-133256-0014.flac,63756,0.41391751108944,train-clean-100/3607/29116/3607-29116-0007.flac,1091,0.32698157469699907,train-clean-100/5867/48852/5867-48852-0037.flac,37604,0.5918704240144109,tr/2138.flac,0.10148113938824502
4853-27670-0020_426-122821-0011_8238-283452-0038,4853,train-clean-100/4853/27670/4853-27670-0020.flac,100680,0.7792019251309424,train-clean-100/426/122821/426-122821-0011.flac,10927,0.43686893371944324,train-clean-100/8238/283452/8238-283452-0038.flac,8778,0.5468988940099597,tr/8790.flac,0.07540045681893856
3440-171006-0021_27-124992-0053_60-121082-0091,3440,train-clean-100/3440/171006/3440-171006-0021.flac,23002,0.7983544453702972,train-clean-100/27/124992/27-124992-0053.flac,134905,1.3418362257366006,train-clean-100/60/121082/60-121082-0091.flac,109404,0.9935089301512997,tr/7087.flac,0.08060631114933658
2391-145015-0047_441-130108-0016_4214-7146-0062,2391,train-clean-100/2391/145015/2391-145015-0047.flac,62797,0.6813933871413671,train-clean-100/441/130108/441-130108-0016.flac,207709,0.41533517285208754,train-clean-100/4214/7146/4214-7146-0062.flac,15240,0.7186093223295115,tr/7938.flac,0.12221260428997698
1743-142914-0016_8324-286681-0002_6181-216552-0030,1743,train-clean-100/1743/142914/1743-142914-0016.flac,116719,0.762962816713936,train-clean-100/8324/286681/8324-286681-0002.flac,82171,0.35334619553461466,train-clean-100/6181/216552/6181-216552-0030.flac,38091,0.8217023061094088,tr/4134.flac,0.07845175263422426
4853-27671-0037_2952-410-0018_1624-142933-0022,4853,train-clean-100/4853/27671/4853-27671-0037.flac,49354,0.5693683572859298,train-clean-100/2952/410/2952-410-0018.flac,80442,0.4890211832016062,train-clean-100/1624/142933/1624-142933-0022.flac,21971,0.32162270035991497,tr/9523.flac,0.09729746769557251
8095-274346-0021_2817-142371-0074_4813-248638-0013,8095,train-clean-100/8095/274346/8095-274346-0021.flac,4565,1.0340756224475205,train-clean-100/2817/142371/2817-142371-0074.flac,51676,0.7194741878275686,train-clean-100/4813/248638/4813-248638-0013.flac,128637,0.5519082547563826,tr/980.flac,0.35201209963310165
405-130894-0071_4680-16042-0024_307-127539-0035,405,train-clean-100/405/130894/405-130894-0071.flac,98236,0.6020225885251125,train-clean-100/4680/16042/4680-16042-0024.flac,67659,0.3266549426810635,train-clean-100/307/127539/307-127539-0035.flac,44133,0.2989223588127389,tr/9746.flac,0.20263491509935896
322-124147-0029_5867-48852-0059_5192-19396-0032,322,train-clean-100/322/124147/322-124147-0029.flac,6427,0.8332038506312531,train-clean-100/5867/48852/5867-48852-0059.flac,41540,0.5196223878348607,train-clean-100/5192/19396/5192-19396-0032.flac,73852,0.37463215265138744,tr/1304.flac,0.20452482966681163
6064-56165-0015_302-123523-0018_1116-137572-0003,6064,train-clean-100/6064/56165/6064-56165-0015.flac,10662,0.8105131976209866,train-clean-100/302/123523/302-123523-0018.flac,81077,0.664888259038774,train-clean-100/1116/137572/1116-137572-0003.flac,34392,1.4802504818989586,tr/3208.flac,0.1295089875152056
2518-154825-0054_6064-56165-0006_6272-70171-0035,2518,train-clean-100/2518/154825/2518-154825-0054.flac,63756,1.0848625903296836,train-clean-100/6064/56165/6064-56165-0006.flac,1091,0.5047694480891292,train-clean-100/6272/70171/6272-70171-0035.flac,37604,0.9097651325067072,tr/716.flac,0.12740190342794155
7312-92432-0004_4137-11702-0028_8098-278252-0008,7312,train-clean-100/7312/92432/7312-92432-0004.flac,98153,0.3449444504566969,train-clean-100/4137/11702/4137-11702-0028.flac,104234,0.623383930694622,train-clean-100/8098/278252/8098-278252-0008.flac,141999,0.37814253580621765,tr/4496.flac,0.08612824182702239
5022-29411-0014_3723-171631-0034_5192-19397-0051,5022,train-clean-100/5022/29411/5022-29411-0014.flac,8778,0.3043150615145426,train-clean-100/3723/171631/3723-171631-0034.flac,23002,0.6291447296309393,train-clean-100/5192/19397/5192-19397-0051.flac,3833,0.5241811868702853,tr/4350.flac,0.18668277503160702
1723-141149-0036_5322-7678-0003_5678-43301-0004,1723,train-clean-100/1723/141149/1723-141149-0036.flac,62797,0.9552000274895964,train-clean-100/5322/7678/5322-7678-0003.flac,11101,1.2058845791554174,train-clean-100/5678/43301/5678-43301-0004.flac,80776,0.7437935457611715,tr/4123.flac,0.11719026498595697
298-126791-0000_1069-133709-0011_2002-139469-0006,298,train-clean-100/298/126791/298-126791-0000.flac,82171,0.5624580935258534,train-clean-100/1069/133709/1069-133709-0011.flac,103627,0.4851429476427929,train-clean-100/2002/139469/2002-139469-0006.flac,49354,0.38414275311678336,tr/7950.flac,0.16504941906757792
412-126975-0086_8975-270782-0106_4813-248638-0037,412,train-clean-100/412/126975/412-126975-0086.flac,80442,0.45210191253096715,train-clean-100/8975/270782/8975-270782-0106.flac,21971,0.46249336003744446,train-clean-100/4813/248638/4813-248638-0037.flac,4565,0.42009132798968224,tr/8955.flac,0.19335454744580868
78-369-0002_4406-16883-0026_2843-152918-0080,78,train-clean-100/78/369/78-369-0002.flac,51676,0.7002827445599836,train-clean-100/4406/16883/4406-16883-0026.flac,32700,0.7731819704814178,train-clean-100/2843/152918/2843-152918-0080.flac,114071,0.7829307294740685,tr/7096.flac,0.11583822277841418
1246-124548-0021_6272-70168-0025_1737-142396-0019,1246,train-clean-100/1246/124548/1246-124548-0021.flac,70783,1.1992195782319097,train-clean-100/6272/70168/6272-70168-0025.flac,44133,0.5272987522261612,train-clean-100/1737/142396/1737-142396-0019.flac,6427,0.4857039504581574,tr/9947.flac,0.13978534898299202
8051-295385-0026_8238-283452-0022_831-130739-0042,8051,train-clean-100/8051/295385/8051-295385-0026.flac,41540,0.38964474228881996,train-clean-100/8238/283452/8238-283452-0022.flac,73852,0.6282318172185608,train-clean-100/831/130739/831-130739-0042.flac,141734,0.3835562186068945,tr/4705.flac,0.11265079675998255
60-121082-0013_6529-62556-0022_8419-293469-0018,60,train-clean-100/60/121082/60-121082-0013.flac,81077,0.7784060242939659,train-clean-100/6529/62556/6529-62556-0022.flac,34392,0.6897243880163126,train-clean-100/8419/293469/8419-293469-0018.flac,119417,0.5878055694014512,tr/2574.flac,0.10991104732721295
4018-107312-0020_887-123289-0031_3242-8112-0019,4018,train-clean-100/4018/107312/4018-107312-0020.flac,63756,0.6705533284100109,train-clean-100/887/123289/887-123289-0031.flac,1091,0.5649305042527656,train-clean-100/3242/8112/3242-8112-0019.flac,86375,0.6892563749686563,tr/24.flac,0.15467676558057936
4830-25904-0027_1098-133695-0023_441-130108-0038,4830,train-clean-100/4830/25904/4830-25904-0027.flac,10927,0.6019447442744178,train-clean-100/1098/133695/1098-133695-0023.flac,118675,0.45164498562428823,train-clean-100/441/130108/441-130108-0038.flac,23002,0.7889810771039955,tr/4793.flac,0.3697461216876754
2836-5355-0002_4018-107338-0011_1081-125237-0047,2836,train-clean-100/2836/5355/2836-5355-0002.flac,3833,0.34785240619669366,train-clean-100/4018/107338/4018-107338-0011.flac,109404,0.49723764611063187,train-clean-100/1081/125237/1081-125237-0047.flac,62797,0.2983770992632691,tr/239.flac,0.14490933750080595
4859-29340-0014_1069-133699-0016_3947-13262-0030,4859,train-clean-100/4859/29340/4859-29340-0014.flac,76637,0.7306745634361168,train-clean-100/1069/133699/1069-133699-0016.flac,15240,0.44827607106899187,train-clean-100/3947/13262/3947-13262-0030.flac,82171,0.6460726864358208,tr/5981.flac,0.16446475748076167
8014-112602-0000_200-126784-0001_911-128684-0008,8014,train-clean-100/8014/112602/8014-112602-0000.flac,49354,0.6611005693317441,train-clean-100/200/126784/200-126784-0001.flac,14906,1.3809060907410937,train-clean-100/911/128684/911-128684-0008.flac,21971,0.651476564650466,tr/9915.flac,0.13206976638508203
4362-15663-0043_3807-4923-0005_7113-86041-0003,4362,train-clean-100/4362/15663/4362-15663-0043.flac,4565,0.5928144454335176,train-clean-100/3807/4923/3807-4923-0005.flac,51676,0.27521735456482327,train-clean-100/7113/86041/7113-86041-0003.flac,128637,0.5603073239706828,tr/9281.flac,0.253608106730688
4680-16042-0013_6529-62554-0053_1963-147036-0011,4680,train-clean-100/4680/16042/4680-16042-0013.flac,219436,0.6576148860366833,train-clean-100/6529/62554/6529-62554-0053.flac,70783,0.9939458313794932,train-clean-100/1963/147036/1963-147036-0011.flac,198731,0.6748378246075931,tr/7212.flac,0.11105004626794876
3436-172162-0009_118-47824-0046_8063-274115-0013,3436,train-clean-100/3436/172162/3436-172162-0009.flac,44133,0.46344065622980063,train-clean-100/118/47824/118-47824-0046.flac,6427,0.6007759030470282,train-clean-100/8063/274115/8063-274115-0013.flac,73852,0.8765103796492526,tr/4812.flac,0.21333241454906682
6531-61334-0068_5750-35690-0031_7312-92432-0001,6531,train-clean-100/6531/61334/6531-61334-0068.flac,141734,0.8058170710681627,train-clean-100/5750/35690/5750-35690-0031.flac,81077,0.3528415204892135,train-clean-100/7312/92432/7312-92432-0001.flac,34392,0.4678701958883171,tr/1583.flac,0.19261041334460421
4680-16026-0004_8014-112602-0016_2182-181183-0011,4680,train-clean-100/4680/16026/4680-16026-0004.flac,53881,0.5498697147472809,train-clean-100/8014/112602/8014-112602-0016.flac,63756,0.7793181546233064,train-clean-100/2182/181183/2182-181183-0011.flac,1091,0.5325074843591721,tr/7995.flac,0.18360917248978229
2007-149877-0061_3440-171009-0066_458-126290-0014,2007,train-clean-100/2007/149877/2007-149877-0061.flac,119777,0.6621564066698051,train-clean-100/3440/171009/3440-171009-0066.flac,37604,0.5092525515942841,train-clean-100/458/126290/458-126290-0014.flac,49910,0.3182549458223583,tr/6588.flac,0.27604120928218023
5456-58161-0001_6209-34600-0005_3607-135982-0007,5456,train-clean-100/5456/58161/5456-58161-0001.flac,100680,0.4696229695812725,train-clean-100/6209/34600/6209-34600-0005.flac,104234,0.3209037452268755,train-clean-100/3607/135982/3607-135982-0007.flac,10927,1.2444205156886363,tr/1317.flac,0.12014397999842798
1578-6379-0016_4898-28461-0001_3723-171631-0046,1578,train-clean-100/1578/6379/1578-6379-0016.flac,8778,0.5236840866403034,train-clean-100/4898/28461/4898-28461-0001.flac,118675,0.2532753045117112,train-clean-100/3723/171631/3723-171631-0046.flac,154074,0.4196052568620498,tr/2388.flac,0.10779018696890855
298-126791-0013_3664-178366-0018_1069-133709-0012,298,train-clean-100/298/126791/298-126791-0013.flac,3833,0.7767831674828874,train-clean-100/3664/178366/3664-178366-0018.flac,62797,0.39596766074252254,train-clean-100/1069/133709/1069-133709-0012.flac,116719,0.513304941514112,tr/8777.flac,0.1599363835805522
8838-298546-0020_4788-91208-0012_3259-158083-0115,8838,train-clean-100/8838/298546/8838-298546-0020.flac,82171,0.7873198363225872,train-clean-100/4788/91208/4788-91208-0012.flac,49354,0.2874466489024878,train-clean-100/3259/158083/3259-158083-0115.flac,14906,0.5673095641198217,tr/1813.flac,0.12902639676909197
198-126831-0007_8088-284756-0096_39-121916-0009,198,train-clean-100/198/126831/198-126831-0007.flac,21971,1.171053771693337,train-clean-100/8088/284756/8088-284756-0096.flac,4565,0.5180247436442007,train-clean-100/39/121916/39-121916-0009.flac,51676,0.8231187420092545,tr/7190.flac,0.18636092582965147
8975-270782-0090_163-122947-0071_5561-41615-0002,8975,train-clean-100/8975/270782/8975-270782-0090.flac,98236,0.7606031316390913,train-clean-100/163/122947/163-122947-0071.flac,22828,0.7850249438037592,train-clean-100/5561/41615/5561-41615-0002.flac,70783,0.48093914830975815,tr/6486.flac,0.13381758399530275
5808-54425-0042_150-126112-0018_8630-305212-0019,5808,train-clean-100/5808/54425/5808-54425-0042.flac,67659,0.6286505392281732,train-clean-100/150/126112/150-126112-0018.flac,44133,0.8487724061643899,train-clean-100/8630/305212/8630-305212-0019.flac,6427,0.331682921782185,tr/8974.flac,0.23840466222137688
5339-14133-0009_83-11691-0045_6078-54007-0004,5339,train-clean-100/5339/14133/5339-14133-0009.flac,41540,0.5935133105288015,train-clean-100/83/11691/83-11691-0045.flac,73852,0.7561361190490478,train-clean-100/6078/54007/6078-54007-0004.flac,10662,0.7324037478713648,tr/7386.flac,0.07527066751445288
2136-5140-0032_89-219-0044_7078-271888-0076,2136,train-clean-100/2136/5140/2136-5140-0032.flac,34392,0.8505472536869388,train-clean-100/89/219/89-219-0044.flac,63756,0.39613685068149623,train-clean-100/7078/271888/7078-271888-0076.flac,1091,0.3607776149508152,tr/7304.flac,0.08010879114800629
2384-152900-0030_332-128985-0020_2518-154826-0012,2384,train-clean-100/2384/152900/2384-152900-0030.flac,86375,0.5660336642052333,train-clean-100/332/128985/332-128985-0020.flac,37604,0.6223549842104946,train-clean-100/2518/154826/2518-154826-0012.flac,49910,0.6254945441066853,tr/3140.flac,0.11405369615482971
5652-39938-0001_1743-142913-0016_3112-9555-0018,5652,train-clean-100/5652/39938/5652-39938-0001.flac,10927,0.5405762830933902,train-clean-100/1743/142913/1743-142913-0016.flac,8778,0.7904827012978942,train-clean-100/3112/9555/3112-9555-0018.flac,23002,0.5314254760208603,tr/7191.flac,0.08427452302754866
3857-180923-0006_3259-158083-0049_7800-283478-0002,3857,train-clean-100/3857/180923/3857-180923-0006.flac,3833,0.753293520680547,train-clean-100/3259/158083/3259-158083-0049.flac,109404,0.7356766519062273,train-clean-100/7800/283478/7800-283478-0002.flac,62797,0.5137696853409264,tr/10303.flac,0.08513366423023024
1963-142393-0006_8630-305213-0026_909-131045-0007,1963,train-clean-100/1963/142393/1963-142393-0006.flac,49354,0.22084416010504448,train-clean-100/8630/305213/8630-305213-0026.flac,14906,0.43800020095901526,train-clean-100/909/131045/909-131045-0007.flac,4565,0.4057176424292972,tr/7428.flac,0.17833952595973235
7859-102521-0014_19-198-0009_302-123516-0020,7859,train-clean-100/7859/102521/7859-102521-0014.flac,51676,0.7541918804715922,train-clean-100/19/198/19-198-0009.flac,70783,0.6880327570178364,train-clean-100/302/123516/302-123516-0020.flac,44133,0.4258021697480425,tr/3858.flac,0.1094829069305511
311-124404-0060_7278-91083-0003_6437-66173-0002,311,train-clean-100/311/124404/311-124404-0060.flac,6427,1.0293260778952205,train-clean-100/7278/91083/7278-91083-0003.flac,41540,0.6811394690491758,train-clean-100/6437/66173/6437-66173-0002.flac,73852,0.3833525494041296,tr/10438.flac,0.14230111232311338
441-128988-0008_298-126790-0000_4051-11218-0005,441,train-clean-100/441/128988/441-128988-0008.flac,10662,0.5051985975885767,train-clean-100/298/126790/298-126790-0000.flac,81077,1.6677870730784627,train-clean-100/4051/11218/4051-11218-0005.flac,34392,0.9334479527485258,tr/7145.flac,0.1889957040058811
6563-63821-0024_2391-145015-0073_7447-91186-0013,6563,train-clean-100/6563/63821/6563-63821-0024.flac,63756,0.5473200735412822,train-clean-100/2391/145015/2391-145015-0073.flac,1091,0.7441453962824268,train-clean-100/7447/91186/7447-91186-0013.flac,119777,0.5050114960740291,tr/2636.flac,0.182817652690976
27-123349-0026_2893-139322-0025_4297-13009-0002,27,train-clean-100/27/123349/27-123349-0026.flac,37604,0.9943795846320315,train-clean-100/2893/139322/2893-139322-0025.flac,49910,0.8252835783506135,train-clean-100/4297/13009/4297-13009-0002.flac,13771,0.4338145813117548,tr/1458.flac,0.22081854837794407
412-126975-0066_8425-292520-0006_4137-11701-0036,412,train-clean-100/412/126975/412-126975-0066.flac,31651,0.8121941355184729,train-clean-100/8425/292520/8425-292520-0006.flac,52050,0.42238595931770845,train-clean-100/4137/11701/4137-11701-0036.flac,3781,0.5352315761572911,tr/4776.flac,0.1618805084067725
3374-298032-0025_7800-283492-0019_2518-154825-0055,3374,train-clean-100/3374/298032/3374-298032-0025.flac,37534,0.508210060042055,train-clean-100/7800/283492/7800-283492-0019.flac,84150,0.56579250062984,train-clean-100/2518/154825/2518-154825-0055.flac,76651,0.5224802446211724,tr/5172.flac,0.10976556741111408
254-127705-0024_1963-147036-0025_6385-220959-0026,254,train-clean-100/254/127705/254-127705-0024.flac,10927,0.5775535086040815,train-clean-100/1963/147036/1963-147036-0025.flac,8778,0.3581143604796056,train-clean-100/6385/220959/6385-220959-0026.flac,23002,0.39826423122198246,tr/1991.flac,0.18202243622388659
8098-278252-0030_5192-19397-0016_911-130578-0003,8098,train-clean-100/8098/278252/8098-278252-0030.flac,3833,0.8287454803040769,train-clean-100/5192/19397/5192-19397-0016.flac,43868,0.6344053691932174,train-clean-100/911/130578/911-130578-0003.flac,62797,0.7201522713408491,tr/6099.flac,0.13158628341763
7059-77900-0002_4898-28461-0047_8629-261140-0045,7059,train-clean-100/7059/77900/7059-77900-0002.flac,49354,0.7749214220991203,train-clean-100/4898/28461/4898-28461-0047.flac,80442,0.5687493090395981,train-clean-100/8629/261140/8629-261140-0045.flac,21971,0.7845526900016144,tr/3387.flac,0.11415188035132755
3440-171006-0028_40-222-0047_4441-76250-0008,3440,train-clean-100/3440/171006/3440-171006-0028.flac,4565,0.8891555729089367,train-clean-100/40/222/40-222-0047.flac,51676,0.6925892166980905,train-clean-100/4441/76250/4441-76250-0008.flac,128637,0.3627587816306704,tr/9517.flac,0.12663306302733
6836-61804-0023_6880-216547-0020_6415-111615-0011,6836,train-clean-100/6836/61804/6836-61804-0023.flac,88364,0.8593395274720891,train-clean-100/6880/216547/6880-216547-0020.flac,67659,0.7352564332202278,train-clean-100/6415/111615/6415-111615-0011.flac,44133,0.3443622585039395,tr/4523.flac,0.21644747199345182
7800-283492-0008_4088-158077-0068_4195-17507-0014,7800,train-clean-100/7800/283492/7800-283492-0008.flac,6427,0.7501601607035608,train-clean-100/4088/158077/4088-158077-0068.flac,73852,0.349816796701942,train-clean-100/4195/17507/4195-17507-0014.flac,141734,0.5484136980358296,tr/5911.flac,0.16545401521921002
5022-29405-0015_8630-305213-0035_6836-61804-0002,5022,train-clean-100/5022/29405/5022-29405-0015.flac,81077,0.3780964312852197,train-clean-100/8630/305213/8630-305213-0035.flac,34392,0.4033561965362212,train-clean-100/6836/61804/6836-61804-0002.flac,63756,0.4773653747852163,tr/8803.flac,0.20175244016005997
2289-152254-0011_198-209-0001_1737-142397-0040,2289,train-clean-100/2289/152254/2289-152254-0011.flac,1091,0.8064510845277401,train-clean-100/198/209/198-209-0001.flac,86375,1.1438041950188902,train-clean-100/1737/142397/1737-142397-0040.flac,37604,0.6387660537938211,tr/7142.flac,0.14412589402684137
5022-29405-0036_2007-149877-0060_5652-19215-0050,5022,train-clean-100/5022/29405/5022-29405-0036.flac,49910,0.32949253621824426,train-clean-100/2007/149877/2007-149877-0060.flac,13771,0.3881115965413547,train-clean-100/5652/19215/5652-19215-0050.flac,162723,0.5851799789001306,tr/7347.flac,0.18525580954887122
909-131044-0000_2159-179156-0002_1578-140045-0012,909,train-clean-100/909/131044/909-131044-0000.flac,52050,0.6292384859535118,train-clean-100/2159/179156/2159-179156-0002.flac,3781,1.0562640455704246,train-clean-100/1578/140045/1578-140045-0012.flac,37534,0.8937642588879818,tr/4613.flac,0.1053618491690877
6064-300880-0027_1841-159771-0004_201-127786-0059,6064,train-clean-100/6064/300880/6064-300880-0027.flac,100680,0.4795913718013345,train-clean-100/1841/159771/1841-159771-0004.flac,98153,0.3866997636658972,train-clean-100/201/127786/201-127786-0059.flac,10927,0.5880470857800959,tr/3432.flac,0.1131318207628904
4014-186175-0015_1235-135883-0017_3607-135982-0022,4014,train-clean-100/4014/186175/4014-186175-0015.flac,139850,0.8740981815039478,train-clean-100/1235/135883/1235-135883-0017.flac,118675,1.4000628066192857,train-clean-100/3607/135982/3607-135982-0022.flac,23002,1.2507938125248785,tr/4652.flac,0.15445649618425833
1034-121119-0057_446-123501-0014_481-123719-0002,1034,train-clean-100/1034/121119/1034-121119-0057.flac,3833,0.4789140565512297,train-clean-100/446/123501/446-123501-0014.flac,62797,0.5761113863474306,train-clean-100/481/123719/481-123719-0002.flac,76637,0.9713787439342512,tr/1049.flac,0.1303804211940442
1624-168623-0051_412-126975-0073_1447-130552-0026,1624,train-clean-100/1624/168623/1624-168623-0051.flac,49354,0.38681322263085977,train-clean-100/412/126975/412-126975-0073.flac,80442,0.3873959758910951,train-clean-100/1447/130552/1447-130552-0026.flac,21971,1.4727081084510047,tr/8838.flac,0.14738333241728263
3112-9555-0020_1737-148989-0019_3607-135982-0015,3112,train-clean-100/3112/9555/3112-9555-0020.flac,4565,0.613619026440933,train-clean-100/1737/148989/1737-148989-0019.flac,51676,0.7003760982354086,train-clean-100/3607/135982/3607-135982-0015.flac,88364,0.6488732149486807,tr/8233.flac,0.0969048807229501
7302-86814-0027_89-219-0023_8123-275209-0019,7302,train-clean-100/7302/86814/7302-86814-0027.flac,70783,0.7059271123261835,train-clean-100/89/219/89-219-0023.flac,67659,0.26952359162814293,train-clean-100/8123/275209/8123-275209-0019.flac,44133,0.5149668088495244,tr/4057.flac,0.13407121524443605
3830-12531-0028_405-130894-0049_250-142276-0014,3830,train-clean-100/3830/12531/3830-12531-0028.flac,6427,0.7338721105248646,train-clean-100/405/130894/405-130894-0049.flac,41540,0.41383948697938444,train-clean-100/250/142276/250-142276-0014.flac,73852,0.7791335456422914,tr/6816.flac,0.24345696031527067
8051-295385-0030_307-127540-0023_3664-178355-0000,8051,train-clean-100/8051/295385/8051-295385-0030.flac,10662,0.7093518956655719,train-clean-100/307/127540/307-127540-0023.flac,34392,0.360868273670177,train-clean-100/3664/178355/3664-178355-0000.flac,63756,0.3474388160401831,tr/1046.flac,0.11630743777096528
