mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
5796-49593-0033_3541-174236-0019_8328-280925-0065,5796,F,3541,M,8328,M
51-121055-0111_313-127997-0021_2001-144499-0022,51,M,313,F,2001,M
6459-70120-0017_1819-144402-0016_690-134308-0036,6459,M,1819,F,690,F
1618-220956-0017_7565-101281-0024_7389-292563-0011,1618,M,7565,M,7389,M
9000-282380-0042_2496-156089-0020_4712-93896-0035,9000,M,2496,M,4712,F
1367-291931-0009_8808-283205-0027_4191-44438-0029,1367,M,8808,M,4191,M
4773-25910-0012_1544-41167-0000_811-130148-0009,4773,F,1544,F,811,F
7559-96246-0021_679-155529-0053_6583-66269-0012,7559,M,679,M,6583,F
8846-305208-0034_3172-166439-0025_317-130248-0036,8846,F,3172,F,317,M
6351-64714-0019_8346-244446-0011_3098-5407-0048,6351,F,8346,M,3098,M
5661-32891-0044_4841-26660-0013_1804-131527-0002,5661,F,4841,F,1804,F
1132-138883-0021_7348-86748-0011_789-153211-0018,1132,M,7348,F,789,F
6177-57662-0028_3142-160977-0064_466-134196-0036,6177,M,3142,M,466,F
976-172189-0043_107-22887-0003_1920-1793-0002,976,F,107,M,1920,F
4591-14356-0010_2625-127773-0051_8499-256247-0042,4591,M,2625,F,8499,M
7424-98598-0020_1819-144391-0030_5379-44344-0003,7424,M,1819,F,5379,M
4174-107938-0026_3503-127082-0022_2341-163408-0005,4174,F,3503,M,2341,M
1096-128265-0025_6377-34634-0028_5569-40540-0009,1096,M,6377,M,5569,F
4480-8371-0000_6652-70975-0063_5350-205002-0036,4480,M,6652,M,5350,F
3172-166439-0120_4078-76853-0009_2834-132496-0021,3172,F,4078,M,2834,F
2288-139962-0035_7348-275164-0036_4958-11613-0011,2288,F,7348,F,4958,M
6127-14967-0010_2607-177740-0043_1878-122453-0031,6127,F,2607,F,1878,M
712-123615-0087_8576-300229-0026_3238-134398-0081,712,M,8576,M,3238,M
6358-73329-0072_8143-278223-0045_3990-13164-0001,6358,F,8143,M,3990,F
102-129232-0031_104-132092-0024_8272-279781-0010,102,F,104,F,8272,F
4750-26486-0046_8072-284670-0037_3227-24747-0026,4750,M,8072,F,3227,F
2356-154885-0042_8356-284520-0022_6749-53256-0039,2356,M,8356,M,6749,F
4352-893-0020_5296-26680-0048_1495-138027-0021,4352,F,5296,F,1495,M
4821-27466-0075_6912-70845-0028_1187-136220-0071,4821,M,6912,M,1187,M
4174-69287-0013_5983-39668-0036_8543-280375-0040,4174,F,5983,F,8543,F
4652-27525-0025_6670-84209-0003_1374-133833-0071,4652,F,6670,M,1374,M
4345-7635-0035_4757-1811-0031_7679-276767-0022,4345,M,4757,F,7679,F
779-126735-0008_92-204-0000_7886-110519-0013,779,M,92,F,7886,F
5321-8590-0000_7135-80033-0068_1690-142293-0108,5321,M,7135,F,1690,F
7556-103536-0014_681-152975-0003_5628-47230-0025,7556,M,681,F,5628,M
2988-7587-0046_6590-64282-0038_6411-58876-0100,2988,F,6590,F,6411,F
5459-41260-0011_7649-99140-0013_3020-888-0004,5459,M,7649,F,3020,M
1124-132846-0002_177-55218-0008_5894-64098-0004,1124,F,177,F,5894,M
4411-14494-0060_1373-135029-0030_4063-186231-0021,4411,F,1373,F,4063,F
153-126651-0031_4931-28242-0048_2288-155711-0013,153,M,4931,M,2288,F
3088-5441-0031_1250-135777-0058_453-129306-0008,3088,M,1250,F,453,M
1200-135059-0041_6705-74244-0034_5005-21379-0112,1200,M,6705,F,5005,F
8392-285237-0038_684-141263-0024_5682-32875-0056,8392,F,684,F,5682,F
5949-54612-0009_7320-287379-0030_2990-6535-0005,5949,F,7320,F,2990,M
7199-84006-0031_2967-4901-0044_7436-97461-0022,7199,F,2967,F,7436,M
4179-20567-0034_4958-11613-0059_7522-69612-0080,4179,M,4958,M,7522,F
9000-282380-0075_1681-142301-0005_6199-48196-0008,9000,M,1681,F,6199,M
4021-180238-0036_2676-143903-0035_104-123365-0000,4021,F,2676,F,104,F
6557-66462-0052_2021-235244-0011_1569-141081-0041,6557,F,2021,M,1569,F
1161-135206-0009_5894-64095-0013_3557-8342-0029,1161,M,5894,M,3557,F
7009-2331-0013_1544-140055-0055_8765-295009-0020,7009,M,1544,F,8765,M
1870-164323-0031_7786-115688-0018_742-128034-0007,1870,M,7786,M,742,M
2544-3070-0025_7925-111766-0008_8587-281197-0023,2544,F,7925,F,8587,M
8240-116288-0006_681-161945-0006_2351-151970-0009,8240,F,681,F,2351,F
2988-7587-0098_294-130872-0026_4407-13132-0029,2988,F,294,F,4407,M
8273-114823-0050_7699-105389-0026_3467-166572-0068,8273,M,7699,F,3467,F
7131-75934-0032_8415-283469-0113_6627-67844-0024,7131,F,8415,F,6627,F
6436-104980-0061_6687-119383-0033_6025-58760-0015,6436,M,6687,M,6025,F
5886-27508-0048_4161-185349-0060_6913-80509-0068,5886,M,4161,M,6913,F
7654-258963-0054_6153-62535-0027_1184-135532-0009,7654,M,6153,F,1184,M
8262-279161-0094_8302-281331-0028_6557-65546-0001,8262,M,8302,F,6557,F
6963-81511-0022_3467-166572-0064_4313-9936-0038,6963,M,3467,F,4313,F
7762-280917-0071_1171-130776-0089_2735-160603-0046,7762,F,1171,F,2735,F
6954-76579-0031_7997-111777-0036_551-129024-0040,6954,M,7997,M,551,M
3665-8589-0022_7246-63505-0004_2919-7270-0042,3665,M,7246,F,2919,F
8273-114823-0048_6821-276753-0019_4969-73975-0020,8273,M,6821,F,4969,M
5036-18451-0062_774-127930-0017_173-200-0018,5036,F,774,F,173,F
1828-141203-0077_1200-135068-0002_4428-6523-0021,1828,M,1200,M,4428,M
5224-35453-0022_797-127182-0021_2694-28891-0045,5224,M,797,M,2694,F
774-127930-0028_238-122530-0049_1152-126550-0037,774,F,238,F,1152,F
4492-8904-0071_4443-3992-0008_149-125760-0125,4492,F,4443,F,149,M
2262-141716-0018_6102-56170-0009_3564-132498-0060,2262,M,6102,F,3564,F
2854-51658-0046_5719-233361-0013_4005-7262-0014,2854,M,5719,M,4005,F
3554-163609-0017_8291-276745-0060_7246-110053-0031,3554,F,8291,M,7246,F
1593-91064-0003_7687-107687-0002_7062-96512-0032,1593,F,7687,F,7062,F
5245-3984-0070_1559-139347-0001_4009-43916-0040,5245,M,1559,M,4009,F
2001-144499-0064_331-135126-0030_976-131541-0011,2001,M,331,M,976,F
7392-94500-0049_4402-3068-0023_7510-282529-0044,7392,F,4402,M,7510,F
720-173578-0007_7603-274560-0036_1784-142294-0090,720,M,7603,M,1784,F
4915-245690-0006_1572-141715-0003_7786-118675-0007,4915,M,1572,M,7786,M
6540-62512-0034_483-125126-0010_6735-284431-0034,6540,M,483,F,6735,F
65-122444-0066_4511-45511-0027_1695-142312-0082,65,F,4511,F,1695,F
1878-122452-0002_5181-2488-0015_1756-134819-0019,1878,M,5181,M,1756,F
5893-54390-0004_5224-35453-0008_8307-120456-0040,5893,F,5224,M,8307,M
7326-96553-0029_7507-100454-0000_4741-27757-0084,7326,M,7507,F,4741,M
151-125753-0042_2545-135235-0002_2262-141714-0039,151,F,2545,M,2262,M
1614-13759-0027_4396-14564-0040_2541-159352-0016,1614,M,4396,F,2541,M
886-123274-0029_3553-697-0045_572-96582-0033,886,M,3553,M,572,M
5045-23290-0012_2288-139949-0006_7277-106404-0035,5045,F,2288,F,7277,F
1690-142293-0052_7263-86687-0030_313-122804-0047,1690,F,7263,F,313,F
1298-142236-0029_4217-9052-0085_102-129232-0129,1298,F,4217,M,102,F
1736-152007-0010_2301-134424-0008_1767-142944-0021,1736,F,2301,F,1767,F
1773-145716-0021_94-3795-0013_6346-60781-0001,1773,F,94,M,6346,M
2985-153202-0033_6821-74179-0054_1184-135532-0026,2985,M,6821,F,1184,M
8200-278238-0011_3268-59225-0013_2042-134780-0013,8200,M,3268,M,2042,F
4344-22232-0005_1674-142277-0065_7073-114963-0023,4344,M,1674,F,7073,F
6687-119383-0037_737-123441-0048_4216-10192-0067,6687,M,737,M,4216,F
1784-142294-0024_8262-279161-0105_1618-32403-0029,1784,F,8262,M,1618,M
1819-144391-0035_7835-97730-0009_7702-96101-0047,1819,F,7835,M,7702,F
5009-2500-0042_3033-130750-0012_6792-73035-0003,5009,M,3033,F,6792,M
5199-36965-0047_4216-10192-0000_8447-286257-0018,5199,F,4216,F,8447,F
1492-55449-0038_2946-163375-0039_7223-92822-0036,1492,M,2946,M,7223,F
7502-100426-0014_1643-138089-0069_4402-3068-0002,7502,M,1643,M,4402,M
3587-140711-0044_1901-48014-0013_1736-152007-0004,3587,M,1901,F,1736,F
5979-42002-0032_1593-175346-0043_7391-60445-0131,5979,M,1593,F,7391,M
6196-41030-0031_6792-73039-0029_5977-46900-0097,6196,M,6792,M,5977,M
7561-258992-0007_8632-245697-0054_3588-186215-0026,7561,M,8632,M,3588,F
7585-96245-0108_4492-8904-0034_4005-7258-0039,7585,M,4492,F,4005,F
8500-258287-0014_1566-133291-0042_6484-69655-0039,8500,M,1566,F,6484,F
317-127219-0021_6670-296083-0029_4273-188161-0012,317,M,6670,M,4273,F
4015-63729-0038_2552-132097-0038_1760-143006-0094,4015,M,2552,M,1760,F
797-127183-0053_7320-104988-0019_5831-98684-0028,797,M,7320,F,5831,F
245-122648-0057_152-183930-0000_807-124223-0126,245,M,152,M,807,M
4915-113765-0030_3959-706-0137_102-129232-0011,4915,M,3959,M,102,F
1367-291968-0028_3656-168648-0027_3060-163499-0061,1367,M,3656,M,3060,M
7946-116281-0006_2448-163517-0020_5076-284283-0043,7946,F,2448,M,5076,M
1664-122623-0091_6974-258420-0006_5471-284440-0000,1664,F,6974,M,5471,F
6131-229040-0002_6254-61739-0032_1653-142352-0027,6131,F,6254,F,1653,F
5993-19639-0017_7223-90845-0019_3928-153300-0008,5993,M,7223,F,3928,F
1367-291931-0025_46-127996-0051_4090-183978-0019,1367,M,46,M,4090,F
8040-260923-0032_742-128034-0055_7699-105399-0009,8040,F,742,M,7699,F
3227-24788-0003_5405-19220-0053_6807-105654-0008,3227,F,5405,F,6807,F
6846-76681-0039_3172-166439-0002_6610-70916-0002,6846,M,3172,F,6610,F
7879-274125-0024_2104-78240-0016_569-126489-0018,7879,F,2104,M,569,M
8897-294717-0033_1092-134568-0020_3955-181692-0016,8897,F,1092,F,3955,M
5772-43315-0003_4234-187735-0020_6030-70988-0004,5772,M,4234,F,6030,F
3934-102415-0022_7155-10644-0052_5252-4876-0032,3934,F,7155,M,5252,M
2063-148525-0003_7835-97730-0021_6540-232291-0066,2063,M,7835,M,6540,M
8499-256247-0053_3433-135988-0006_4156-12159-0032,8499,M,3433,M,4156,F
4701-15273-0060_5439-31624-0027_2733-28252-0072,4701,M,5439,F,2733,M
2588-160947-0039_517-121744-0025_255-121534-0006,2588,M,517,M,255,M
5299-34547-0069_6853-12339-0081_5019-274728-0026,5299,F,6853,F,5019,F
1938-180290-0018_1674-142298-0022_7585-96245-0100,1938,M,1674,F,7585,M
4701-15046-0043_2246-131710-0024_4379-18034-0026,4701,M,2246,M,4379,M
110-1-0027_6484-69649-0052_6281-65531-0032,110,F,6484,F,6281,F
51-121055-0087_6333-39671-0039_2487-162474-0024,51,M,6333,M,2487,F
7835-97730-0025_585-294811-0062_8367-279366-0036,7835,M,585,F,8367,M
3912-82271-0017_7238-107675-0027_2762-142778-0110,3912,M,7238,M,2762,F
444-138080-0028_8328-280925-0045_8799-270794-0016,444,F,8328,M,8799,M
3592-173545-0035_6913-80509-0072_1989-26962-0000,3592,M,6913,F,1989,M
161-121743-0005_956-127929-0033_7507-100453-0021,161,M,956,F,7507,F
8753-297962-0008_8424-281334-0001_5429-210770-0091,8753,M,8424,F,5429,M
3192-4911-0031_976-172189-0009_1367-291967-0018,3192,M,976,F,1367,M
3238-134398-0004_1708-142415-0056_2943-171000-0035,3238,M,1708,M,2943,F
4958-11613-0017_127-129385-0089_4779-85471-0019,4958,M,127,M,4779,F
2405-7360-0023_542-125348-0008_1646-121406-0004,2405,M,542,M,1646,M
5424-280358-0045_1633-141584-0020_6590-64282-0032,5424,F,1633,F,6590,F
7510-282967-0031_6512-72577-0037_6794-73984-0023,7510,F,6512,M,6794,F
4352-10940-0010_3137-163489-0039_5825-50883-0034,4352,F,3137,M,5825,F
1187-136220-0025_8644-262282-0039_3334-171008-0032,1187,M,8644,F,3334,F
5005-21379-0023_1819-144391-0018_8445-281203-0022,5005,F,1819,F,8445,M
5060-15556-0008_104-132092-0038_51-121055-0029,5060,F,104,F,51,M
6358-73329-0084_923-132306-0056_149-125750-0021,6358,F,923,F,149,M
4993-40677-0036_4697-100165-0007_6138-93188-0025,4993,M,4697,F,6138,F
2051-153962-0062_1828-141203-0010_4738-291945-0041,2051,M,1828,M,4738,M
2587-160609-0015_1647-140649-0054_976-131541-0040,2587,F,1647,M,976,F
2001-144499-0020_6735-284431-0026_4991-6180-0047,2001,M,6735,F,4991,F
7338-81521-0041_6003-58761-0020_4964-30587-0004,7338,M,6003,M,4964,F
2660-154321-0039_8632-245697-0042_3097-165353-0021,2660,M,8632,M,3097,M
4659-12464-0024_7096-80685-0059_4712-49746-0041,4659,M,7096,M,4712,F
2143-145731-0083_1901-60017-0029_4443-3992-0059,2143,F,1901,F,4443,F
5893-54391-0021_4993-40688-0010_5005-21379-0129,5893,F,4993,M,5005,F
1006-135212-0054_1430-139231-0053_5296-26680-0019,1006,F,1430,M,5296,F
6735-96163-0026_2997-163246-0003_4005-14905-0003,6735,F,2997,F,4005,F
4492-8904-0009_1901-147822-0040_3172-166439-0050,4492,F,1901,F,3172,F
2496-156067-0019_6609-111356-0008_1844-144486-0060,2496,M,6609,M,1844,M
6967-50150-0032_4090-183984-0020_3060-163540-0007,6967,F,4090,F,3060,M
1760-143006-0115_91-123521-0030_8200-278238-0037,1760,F,91,M,8200,M
6967-50152-0025_5460-24509-0031_2148-6981-0012,6967,F,5460,M,2148,F
1469-168608-0022_2050-164332-0004_1085-169444-0005,1469,M,2050,F,1085,M
8322-276748-0082_3334-171008-0066_4693-17503-0008,8322,M,3334,F,4693,M
1280-143268-0029_4742-41609-0012_20-5360-0027,1280,M,4742,F,20,F
8500-258285-0027_7331-86047-0022_7155-10644-0017,8500,M,7331,F,7155,M
8296-266250-0037_8424-281344-0041_102-129232-0066,8296,F,8424,F,102,F
2339-181101-0057_5665-38052-0001_4652-27525-0014,2339,F,5665,F,4652,F
5980-22680-0071_5565-40589-0058_5620-40466-0015,5980,F,5565,M,5620,M
960-125241-0141_3598-180204-0028_4211-3835-0019,960,F,3598,F,4211,F
1985-144468-0026_1772-135621-0114_5720-48807-0061,1985,M,1772,M,5720,F
1968-145732-0087_1572-141718-0027_7491-114606-0039,1968,F,1572,M,7491,F
2195-150894-0015_5019-44339-0035_2792-144136-0002,2195,M,5019,F,2792,F
6353-63255-0063_826-131108-0052_1280-135136-0044,6353,F,826,M,1280,M
3125-132586-0085_5244-59146-0019_3271-169289-0046,3125,F,5244,F,3271,M
2356-154907-0042_1421-8539-0048_585-294811-0049,2356,M,1421,F,585,F
2997-163246-0026_8765-295000-0019_6923-82334-0030,2997,F,8765,M,6923,M
5569-40540-0010_4824-36027-0028_2754-161902-0013,5569,F,4824,F,2754,F
243-11266-0008_1492-174461-0021_8867-294715-0008,243,F,1492,M,8867,F
82-121544-0087_2694-28858-0007_4969-73975-0012,82,F,2694,F,4969,M
826-131108-0027_5230-4863-0006_448-122800-0041,826,M,5230,F,448,F
5019-274728-0046_8259-276906-0036_7354-87667-0017,5019,F,8259,F,7354,M
3319-171003-0075_6346-60781-0012_792-127527-0046,3319,F,6346,M,792,F
6088-34570-0038_2574-128283-0024_2967-4902-0021,6088,F,2574,M,2967,F
2694-28891-0025_6743-72306-0027_6249-290631-0012,2694,F,6743,M,6249,M
2553-163730-0000_5733-55099-0063_927-132462-0072,2553,F,5733,F,927,M
7467-69610-0103_6609-111359-0028_4991-6181-0079,7467,F,6609,M,4991,F
6411-58876-0039_705-167610-0020_9000-282381-0024,6411,F,705,F,9000,M
5487-41940-0026_25-88353-0026_7242-275160-0023,5487,F,25,M,7242,F
4211-3835-0045_5136-53512-0029_82-121544-0035,4211,F,5136,F,82,F
6106-58196-0050_6792-73035-0095_7097-73688-0003,6106,F,6792,M,7097,F
4910-27683-0005_1664-122623-0069_6557-66462-0020,4910,F,1664,F,6557,F
7125-87278-0029_7177-258977-0009_6668-34648-0037,7125,F,7177,F,6668,M
7923-111564-0024_6377-34634-0017_2660-173260-0037,7923,M,6377,M,2660,M
3845-181096-0050_44-207-0063_8087-118165-0008,3845,M,44,F,8087,M
1444-133287-0049_4196-23924-0023_75-853-0033,1444,M,4196,M,75,M
1094-157768-0034_4894-7788-0023_517-121744-0017,1094,M,4894,M,517,M
5244-59146-0037_6324-64062-0007_8531-282933-0035,5244,F,6324,F,8531,M
8710-286293-0051_2143-145731-0039_6534-71091-0046,8710,M,2143,F,6534,F
951-138582-0003_622-128448-0015_149-125760-0111,951,F,622,M,149,M
1049-133454-0062_2356-154907-0024_255-121534-0008,1049,M,2356,M,255,M
1664-137600-0024_2185-150123-0021_8072-284670-0016,1664,F,2185,M,8072,F
766-127195-0001_4402-3067-0002_2339-181101-0006,766,M,4402,M,2339,F
4766-1814-0081_152-87733-0003_6254-61725-0032,4766,F,152,M,6254,F
3143-160986-0000_1773-139602-0005_7942-283384-0030,3143,F,1773,F,7942,M
8172-281515-0021_780-126736-0024_542-125349-0034,8172,M,780,M,542,M
2694-28858-0026_5700-51758-0022_7354-87667-0053,2694,F,5700,M,7354,M
2068-146217-0076_7327-93283-0010_4930-20048-0009,2068,F,7327,M,4930,M
7585-96245-0001_1341-9206-0007_5951-57347-0013,7585,M,1341,M,5951,M
8710-286293-0054_1239-139609-0001_4295-39940-0040,8710,M,1239,M,4295,M
884-129800-0095_8447-286248-0022_4263-16187-0002,884,M,8447,F,4263,F
7326-96553-0046_5181-2490-0028_1648-144971-0004,7326,M,5181,M,1648,F
2522-147156-0025_8466-274557-0000_3045-155991-0063,2522,F,8466,M,3045,M
8259-276913-0028_6689-64264-0028_3587-140711-0070,8259,F,6689,F,3587,M
1545-161007-0010_2988-7587-0023_7348-86748-0002,1545,F,2988,F,7348,F
6407-66985-0032_6131-57188-0003_1614-141486-0013,6407,M,6131,F,1614,M
5649-40582-0037_780-126736-0096_2496-156087-0010,5649,F,780,M,2496,M
8072-284670-0008_791-127519-0089_4546-16812-0013,8072,F,791,M,4546,F
2730-154437-0012_3541-174236-0028_3179-7153-0027,2730,F,3541,M,3179,F
1665-132826-0056_29-130626-0013_7609-39979-0097,1665,F,29,M,7609,F
7699-105389-0046_6746-72302-0114_4757-1811-0024,7699,F,6746,M,4757,F
7170-281510-0005_4020-180289-0032_4263-16187-0026,7170,M,4020,M,4263,F
6084-2159-0065_44-201-0032_2021-235245-0019,6084,M,44,F,2021,M
1505-1303-0071_7826-284518-0036_7492-105653-0050,1505,M,7826,M,7492,F
6849-69603-0105_7026-86941-0031_3417-6522-0006,6849,M,7026,F,3417,M
7107-245689-0146_5132-33409-0006_46-127996-0030,7107,M,5132,M,46,M
8531-282933-0052_6583-48224-0072_317-127219-0008,8531,M,6583,F,317,M
846-130986-0016_557-129796-0043_937-148985-0013,846,M,557,M,937,F
102-129232-0026_3135-166688-0045_3409-173540-0023,102,F,3135,M,3409,F
6549-71115-0027_8710-295447-0033_365-84340-0027,6549,F,8710,M,365,M
4085-11516-0023_6947-53264-0016_7649-96667-0076,4085,M,6947,F,7649,F
8334-119398-0036_1097-136955-0031_5765-231844-0008,8334,M,1097,M,5765,M
5910-53048-0018_5682-32876-0041_51-121055-0025,5910,M,5682,F,51,M
6773-76039-0032_2762-142778-0005_4660-25054-0012,6773,M,2762,F,4660,F
2504-154289-0058_5181-2490-0048_7238-107675-0000,2504,F,5181,M,7238,M
1291-138273-0031_1795-142410-0019_5355-10767-0017,1291,F,1795,M,5355,F
7912-105669-0050_2185-150123-0018_6978-92936-0030,7912,M,2185,M,6978,F
7263-86687-0061_4216-10164-0065_2208-11020-0041,7263,F,4216,F,2208,M
2262-141714-0005_4090-183978-0018_690-133452-0000,2262,M,4090,F,690,F
6967-50152-0013_921-127937-0073_2050-157659-0031,6967,F,921,M,2050,F
3172-166439-0028_7138-291944-0015_7337-92819-0016,3172,F,7138,F,7337,F
1107-133727-0023_3033-130750-0050_8392-285237-0019,1107,M,3033,F,8392,F
5886-27508-0055_2208-10076-0044_3553-697-0018,5886,M,2208,M,3553,M
2195-150901-0073_238-122530-0001_5244-54280-0021,2195,M,238,F,5244,F
8413-284515-0028_7135-80032-0032_4344-22232-0021,8413,M,7135,F,4344,M
4549-39620-0037_66-354-0051_3571-173555-0001,4549,F,66,M,3571,M
8543-280376-0052_2341-163408-0000_542-125349-0027,8543,F,2341,M,542,M
348-128030-0019_8208-256239-0030_6549-71114-0025,348,M,8208,M,6549,F
6159-50456-0000_4705-16048-0016_8675-283202-0015,6159,M,4705,M,8675,M
2694-28858-0030_5506-69895-0030_2297-8377-0024,2694,F,5506,M,2297,F
1132-138883-0011_7238-91112-0079_4344-8892-0004,1132,M,7238,M,4344,M
4205-11977-0056_774-127930-0007_7552-87290-0036,4205,M,774,F,7552,F
4652-27525-0026_5132-33410-0020_3132-167603-0040,4652,F,5132,M,3132,M
6705-74243-0022_6687-119386-0007_31-121971-0014,6705,F,6687,M,31,M
557-129796-0041_7327-93289-0020_483-125126-0053,557,M,7327,M,483,F
1931-156647-0015_3144-166428-0018_5620-40466-0005,1931,F,3144,M,5620,M
7946-111913-0003_4402-3066-0023_428-125877-0044,7946,F,4402,M,428,M
5874-52160-0002_5271-34505-0025_3595-176633-0015,5874,M,5271,F,3595,M
3196-151981-0030_3143-160986-0004_7387-96092-0024,3196,F,3143,F,7387,F
2279-141140-0013_5460-18031-0077_2062-143900-0031,2279,M,5460,M,2062,F
6251-94836-0020_1931-156647-0029_6951-79737-0039,6251,F,1931,F,6951,F
8424-281344-0024_7331-86047-0043_7597-101859-0012,8424,F,7331,F,7597,F
4019-8899-0042_5077-38099-0005_5545-66398-0041,4019,M,5077,F,5545,M
3334-171008-0083_489-75909-0003_3138-173544-0003,3334,F,489,F,3138,F
4931-28257-0011_2051-153962-0049_6276-62021-0014,4931,M,2051,M,6276,M
8394-96177-0015_3079-164971-0017_2671-157947-0013,8394,M,3079,F,2671,F
7189-74189-0031_6346-60781-0006_2545-135235-0028,7189,M,6346,M,2545,M
8710-295447-0013_1353-134827-0008_177-55218-0017,8710,M,1353,M,177,F
3006-5698-0052_5886-27508-0036_7170-281510-0038,3006,F,5886,M,7170,M
1110-136055-0005_5328-204986-0032_5636-41792-0030,1110,M,5328,M,5636,F
2660-154321-0022_7333-94828-0004_6794-73984-0087,2660,M,7333,F,6794,F
6242-26941-0097_1813-142304-0005_3006-5698-0034,6242,F,1813,F,3006,F
3955-38223-0005_2380-152158-0053_5233-28389-0013,3955,M,2380,M,5233,F
2541-185493-0029_8112-281888-0027_1977-133046-0071,2541,M,8112,F,1977,F
4379-18039-0013_167-15255-0035_1691-142296-0091,4379,M,167,M,1691,F
5181-2488-0034_3926-174988-0057_149-125760-0120,5181,M,3926,F,149,M
6914-119258-0026_884-129800-0078_8671-285138-0103,6914,F,884,M,8671,M
2276-131549-0062_3135-166688-0023_4766-1814-0008,2276,F,3135,M,4766,F
152-87733-0035_6709-80475-0014_1664-137600-0019,152,M,6709,M,1664,F
6436-104980-0046_94-3794-0016_1065-134593-0018,6436,M,94,M,1065,M
218-131206-0037_5874-52159-0032_6084-2159-0072,218,M,5874,M,6084,M
277-127368-0027_3588-180957-0008_3503-127082-0030,277,F,3588,F,3503,M
4063-12915-0040_7147-80028-0058_4234-40345-0031,4063,F,7147,M,4234,F
7008-34652-0034_5772-43331-0038_2063-148526-0018,7008,M,5772,M,2063,M
5840-54188-0055_1179-136599-0036_4766-1814-0000,5840,M,1179,M,4766,F
7046-80695-0003_5299-34547-0026_6399-278849-0025,7046,M,5299,F,6399,M
7337-89742-0008_1569-141082-0026_951-122301-0046,7337,F,1569,F,951,F
6145-54683-0065_8156-276902-0029_3656-168618-0005,6145,F,8156,F,3656,M
1564-142299-0075_2925-162505-0115_7618-102367-0003,1564,F,2925,F,7618,M
3757-134143-0016_4005-14905-0023_3675-10687-0020,3757,F,4005,F,3675,F
1444-133287-0055_613-121900-0013_4179-20593-0010,1444,M,613,M,4179,M
2279-141140-0001_7507-100454-0023_679-155529-0033,2279,M,7507,F,679,M
4910-14124-0010_111-126265-0011_3488-65654-0032,4910,F,111,F,3488,M
1878-122452-0020_8444-281329-0008_5230-4879-0016,1878,M,8444,M,5230,F
1593-94847-0007_5224-35439-0025_4344-8892-0021,1593,F,5224,M,4344,M
4660-25054-0032_1579-128131-0006_5439-31624-0012,4660,F,1579,F,5439,F
2276-149909-0072_283-130638-0014_8867-294715-0029,2276,F,283,M,8867,F
3675-187020-0002_6777-76694-0033_1901-60017-0018,3675,F,6777,M,1901,F
921-127937-0045_8346-244445-0026_6506-10073-0022,921,M,8346,M,6506,M
470-123366-0028_5733-55099-0088_1815-143388-0048,470,M,5733,F,1815,M
91-123498-0012_4965-27767-0032_7092-56730-0171,91,M,4965,F,7092,F
6506-73020-0045_5837-39905-0082_1373-135029-0034,6506,M,5837,F,1373,F
6065-111797-0021_3079-164971-0048_3571-173555-0009,6065,M,3079,F,3571,M
474-134809-0006_1618-32399-0018_7892-295954-0011,474,M,1618,M,7892,F
1633-180292-0049_36-16602-0008_5118-40477-0016,1633,F,36,M,5118,M
1773-145729-0002_4699-12472-0027_3598-180204-0059,1773,F,4699,M,3598,F
6914-119258-0009_4511-45512-0040_2133-289460-0002,6914,F,4511,F,2133,M
