mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
7649-96667-0079_3020-888-0059,7649,F,3020,M
2273-152363-0007_4280-185518-0094,2273,M,4280,F
5894-64095-0022_3657-182397-0019,5894,M,3657,M
4411-14501-0011_1373-135029-0030,4411,F,1373,F
8413-284521-0019_153-126671-0016,8413,M,153,M
6276-62021-0023_8675-295195-0019,6276,M,8675,M
1250-135777-0058_453-129306-0008,1250,F,453,M
1200-135043-0010_6705-74244-0034,1200,M,6705,F
5837-39905-0037_8392-285237-0052,5837,F,8392,F
5682-32877-0017_4156-12155-0016,5682,F,4156,F
5949-65529-0034_7320-93280-0013,5949,F,7320,F
3467-166570-0018_4273-188158-0001,3467,F,4273,F
7436-97461-0014_7737-114039-0034,7436,M,7737,F
4179-20593-0030_4958-11613-0087,4179,M,4958,M
2143-145731-0051_5375-40162-0024,2143,F,5375,F
6199-48196-0008_7769-99397-0040,6199,M,7769,M
2676-143903-0046_104-132091-0052,2676,F,104,F
6370-26876-0007_218-131205-0025,6370,M,218,M
1569-141082-0046_3272-167426-0088,1569,F,3272,M
2301-157880-0033_215-122798-0032,2301,F,215,F
3557-8342-0029_1051-133886-0049,3557,F,1051,F
1544-140055-0056_8765-295000-0009,1544,F,8765,M
3079-164971-0014_1870-148296-0031,3079,F,1870,M
742-128034-0064_4699-12472-0020,742,M,4699,M
2544-10944-0005_7925-116154-0003,2544,F,7925,F
8587-281197-0023_2946-163375-0002,8587,M,2946,M
681-166575-0034_2351-151970-0034,681,F,2351,F
1828-141203-0043_2988-7587-0094,1828,M,2988,F
789-153215-0008_283-130638-0030,789,F,283,M
7699-105389-0019_3467-166572-0047,7699,F,3467,F
7559-96246-0067_7131-75934-0008,7559,M,7131,F
7512-98636-0009_4487-1803-0062,7512,M,4487,F
6687-119383-0003_6025-58760-0021,6687,M,6025,F
6821-74179-0044_5886-27508-0062,6821,F,5886,M
6913-80509-0068_1579-128131-0042,6913,F,1579,F
1184-135536-0057_8023-286247-0023,1184,M,8023,M
8262-279161-0034_8302-281331-0010,8262,M,8302,F
1505-1304-0001_4520-38484-0013,1505,M,4520,F
3467-166572-0046_4313-16007-0005,3467,F,4313,F
1693-142302-0051_7762-280917-0002,1693,F,7762,F
6087-63229-0005_4969-73974-0022,6087,F,4969,M
6954-76579-0022_7997-111638-0039,6954,M,7997,M
7737-114039-0010_4402-3066-0000,7737,F,4402,M
2919-7269-0035_7223-92822-0015,2919,F,7223,F
8273-114823-0048_6821-276753-0019,8273,M,6821,F
2448-141428-0066_5036-18451-0023,2448,M,5036,F
6594-68896-0076_4576-66268-0027,6594,F,4576,F
4428-6523-0044_584-124227-0007,4428,M,584,F
5224-35453-0002_797-127183-0051,5224,M,797,M
4235-7631-0009_557-129797-0010,4235,F,557,M
1152-126549-0027_3906-184005-0012,1152,F,3906,F
62-121084-0022_4492-8907-0011,62,M,4492,F
2237-152229-0004_7702-96101-0053,2237,F,7702,F
2262-141716-0038_6102-56170-0009,2262,M,6102,F
5886-27508-0034_2854-51658-0017,5886,M,2854,M
5429-210770-0042_4078-7619-0024,5429,M,4078,M
3554-163609-0010_8291-276745-0008,3554,F,8291,M
7796-269898-0021_3554-172175-0048,7796,M,3554,F
7062-75816-0025_1690-142293-0040,7062,F,1690,F
5245-3984-0095_1559-139353-0046,5245,M,1559,M
8536-244442-0015_7699-105389-0058,8536,M,7699,F
976-131095-0001_7065-74597-0011,976,F,7065,M
7392-105664-0046_4402-3067-0008,7392,F,4402,M
1804-131525-0023_7559-96246-0019,1804,F,7559,M
1784-142294-0068_3962-722-0008,1784,F,3962,M
4915-245690-0038_1572-141715-0003,4915,M,1572,M
2895-8663-0062_6540-62512-0040,2895,F,6540,M
3400-153975-0052_8466-285142-0017,3400,F,8466,M
65-122444-0011_4511-76322-0022,65,F,4511,F
1878-122452-0025_5181-2488-0015,1878,M,5181,M
2273-152363-0005_3079-164971-0001,2273,M,3079,F
8307-120457-0035_4824-36029-0032,8307,M,4824,F
7326-96553-0050_7507-100463-0027,7326,M,7507,F
7879-274163-0033_7946-116281-0046,7879,F,7946,F
2262-141714-0018_7654-258963-0032,2262,M,7654,M
1614-13785-0023_4396-14564-0049,1614,M,4396,F
644-162691-0009_1704-142310-0065,644,M,1704,F
3553-697-0036_572-126495-0019,3553,M,572,M
3656-168618-0058_5045-23290-0024,3656,M,5045,F
4295-39940-0070_5952-8681-0035,4295,M,5952,F
7263-86687-0012_313-122804-0055,7263,F,313,F
6488-66121-0042_1298-142233-0011,6488,F,1298,F
1225-129526-0008_4993-40688-0066,1225,M,4993,M
2301-134424-0003_1767-142932-0010,2301,F,1767,F
8072-284670-0026_1773-139602-0037,8072,F,1773,F
6535-114962-0030_1096-128265-0035,6535,M,1096,M
6821-74179-0006_1184-135536-0052,6821,F,1184,M
1924-132574-0015_8200-278197-0046,1924,M,8200,M
110-1-0062_5825-53035-0050,110,F,5825,F
1674-142277-0040_7073-83692-0036,1674,F,7073,F
2143-145731-0055_6687-119384-0031,2143,F,6687,M
7327-93283-0025_1274-121770-0009,7327,M,1274,M
1618-32403-0037_7125-87278-0058,1618,M,7125,F
7835-97730-0030_7702-96101-0030,7835,M,7702,F
5009-29142-0045_3033-130750-0066,5009,M,3033,F
3679-159362-0048_1968-145732-0060,3679,F,1968,F
4216-10192-0006_8447-284448-0010,4216,F,8447,F
6534-64469-0012_8058-99402-0033,6534,F,8058,M
2946-163375-0106_7223-92822-0021,2946,M,7223,F
2270-156684-0010_7502-100440-0016,2270,F,7502,M
4402-3066-0014_6746-72302-0056,4402,M,6746,M
6773-76039-0024_4511-45511-0025,6773,M,4511,F
1901-48014-0014_1736-142281-0000,1901,F,1736,F
3656-168609-0011_5979-42001-0013,3656,M,5979,M
2237-152229-0009_1653-142352-0040,2237,F,1653,F
6792-73035-0015_5977-46900-0077,6792,M,5977,M
4750-12478-0028_7561-258994-0015,4750,M,7561,M
3588-186215-0009_8245-274392-0001,3588,F,8245,M
7585-96245-0108_4492-8904-0034,7585,M,4492,F
846-130984-0037_8500-258287-0032,846,M,8500,M
1171-130776-0073_8321-284222-0039,1171,F,8321,F
6670-84209-0028_4273-188159-0015,6670,M,4273,F
8250-279777-0010_4015-63496-0051,8250,M,4015,M
7391-60445-0032_1444-133287-0063,7391,M,1444,M
5831-98684-0039_2979-156236-0013,5831,F,2979,F
8291-276745-0074_245-122648-0013,8291,M,245,M
2735-160603-0017_5185-24772-0011,2735,F,5185,M
3959-706-0001_102-129232-0106,3959,M,102,F
489-75912-0042_1367-291967-0024,489,F,1367,M
6735-96163-0011_2292-150679-0020,6735,F,2292,M
2448-141428-0055_5076-287393-0035,2448,M,5076,M
797-127183-0045_1664-122623-0019,797,M,1664,F
7699-105399-0026_8291-276745-0038,7699,F,8291,M
6254-61739-0032_1653-142352-0000,6254,F,1653,F
5993-36961-0014_7223-90845-0037,5993,M,7223,F
3698-256231-0008_2104-78240-0005,3698,F,2104,M
4090-183978-0022_428-125877-0023,4090,F,428,M
8040-111641-0003_742-128034-0032,8040,F,742,M
4321-27565-0004_8367-279366-0030,4321,F,8367,M
6807-105654-0046_331-135126-0017,6807,F,331,M
3172-166439-0002_6610-34596-0001,3172,F,6610,F
6482-289558-0031_7879-274163-0006,6482,M,7879,F
6353-63255-0115_4915-245690-0011,6353,F,4915,M
1092-134568-0019_3955-38223-0045,1092,F,3955,M
6221-6879-0043_5772-43330-0007,6221,M,5772,M
1985-144468-0066_94-3793-0038,1985,M,94,M
7155-10644-0028_5252-4868-0015,7155,M,5252,M
7338-92174-0028_2063-148526-0035,7338,M,2063,M
6540-232291-0014_4234-187750-0020,6540,M,4234,F
8499-256253-0037_3433-135988-0019,8499,M,3433,M
8200-278197-0066_3244-10692-0024,8200,M,3244,F
2733-28252-0072_7135-80033-0008,2733,M,7135,F
517-121739-0019_255-121534-0006,517,M,255,M
5299-34546-0005_6853-12339-0087,5299,F,6853,F
8200-278197-0089_4872-20426-0004,8200,M,4872,M
7585-96245-0050_4667-92220-0034,7585,M,4667,F
4701-15273-0029_2246-131710-0059,4701,M,2246,M
2292-150679-0015_6967-50152-0018,2292,M,6967,F
6281-1315-0042_797-127183-0010,6281,F,797,M
6333-39678-0031_2487-169011-0002,6333,M,2487,F
6533-399-0121_7835-97730-0071,6533,M,7835,M
1097-136955-0030_3465-275761-0023,1097,M,3465,F
7238-107675-0056_2762-142778-0015,7238,M,2762,F
4738-291957-0021_444-138080-0022,4738,M,444,F
6370-26876-0011_6978-92936-0045,6370,M,6978,F
1989-26962-0034_2979-156236-0007,1989,M,2979,F
161-121743-0035_956-127932-0001,161,M,956,F
1646-121408-0015_2270-156684-0020,1646,M,2270,F
5429-210770-0028_7492-105653-0056,5429,M,7492,F
3192-4911-0047_976-172189-0005,3192,M,976,F
8644-262284-0044_1124-132846-0037,8644,F,1124,F
2943-171001-0060_3595-176633-0015,2943,F,3595,M
4958-11613-0085_127-129385-0038,4958,M,127,M
2694-28891-0041_2405-7360-0002,2694,F,2405,M
895-136366-0052_4442-2868-0030,895,M,4442,M
1633-150458-0005_6590-64283-0035,1633,F,6590,F
2198-151049-0022_7510-282528-0020,2198,M,7510,F
6707-77351-0038_8200-278197-0094,6707,M,8200,M
5825-50883-0046_3060-163499-0072,5825,F,3060,M
8644-262284-0033_3334-171008-0031,8644,F,3334,F
8443-274756-0011_5005-21379-0099,8443,F,5005,F
8445-281203-0075_5252-4860-0034,8445,M,5252,M
5060-15563-0015_104-132092-0058,5060,F,104,F
8015-112691-0033_6358-73329-0033,8015,F,6358,F
7713-106729-0038_255-121535-0035,7713,M,255,M
4697-100174-0023_6138-93182-0044,4697,F,6138,F
4020-180289-0052_2051-153962-0044,4020,M,2051,M
4948-28015-0038_7147-80028-0052,4948,M,7147,M
1647-140649-0032_976-172189-0027,1647,M,976,F
2001-144499-0054_6735-66412-0001,2001,M,6735,F
6875-76999-0016_2712-3534-0003,6875,M,2712,F
7338-81521-0020_6003-58761-0029,7338,M,6003,M
2946-163375-0082_3433-718-0003,2946,M,3433,M
3097-165354-0039_1250-135777-0038,3097,M,1250,F
4659-12464-0002_7096-80685-0010,4659,M,7096,M
766-127195-0012_2143-145731-0048,766,M,2143,F
4443-24511-0027_6777-76694-0006,4443,F,6777,M
7198-80652-0031_5893-54391-0039,7198,F,5893,F
377-129290-0042_5278-40897-0034,377,M,5278,M
1430-139231-0000_5296-26679-0013,1430,M,5296,F
7603-274560-0060_5825-53035-0055,7603,M,5825,F
2997-163246-0081_4005-7262-0046,2997,F,4005,F
7565-101287-0020_4492-8907-0007,7565,M,4492,F
7843-110055-0016_1331-155890-0037,7843,F,1331,M
6609-111359-0020_1844-145713-0035,6609,M,1844,M
2574-128303-0006_6967-50150-0023,2574,M,6967,F
3641-6870-0008_2351-151965-0018,3641,F,2351,F
1760-143006-0115_91-123521-0018,1760,F,91,M
811-130143-0002_6356-271890-0037,811,F,6356,M
2148-6981-0021_6333-39678-0010,2148,F,6333,M
1469-168608-0003_2050-164332-0031,1469,M,2050,F
5735-48575-0004_1084-151395-0024,5735,F,1084,F
4693-17503-0019_7199-84006-0012,4693,M,7199,F
1280-143268-0015_4742-41609-0030,1280,M,4742,F
3779-691-0045_1474-128275-0009,3779,F,1474,F
7155-10644-0019_228-121761-0019,7155,M,228,F
8296-266250-0004_8424-281334-0014,8296,F,8424,F
5977-46900-0067_2339-181101-0052,5977,M,2339,F
1187-136238-0041_5044-30602-0067,1187,M,5044,F
5565-40589-0059_5620-40466-0004,5565,M,5620,M
960-125241-0032_3598-173222-0008,960,F,3598,F
6224-61957-0016_1985-144468-0101,6224,M,1985,M
5720-48807-0080_2356-154907-0004,5720,F,2356,M
1968-145732-0103_1572-141718-0053,1968,F,1572,M
4545-9166-0144_3992-714-0095,4545,M,3992,F
2792-152929-0041_8710-286293-0093,2792,F,8710,M
6353-63255-0017_826-131124-0003,6353,F,826,M
2930-163436-0005_8250-286289-0040,2930,M,8250,M
3271-169289-0024_3793-10683-0005,3271,M,3793,M
2356-154880-0029_1421-8534-0047,2356,M,1421,F
584-124229-0006_6792-73039-0001,584,F,6792,M
6923-82334-0030_4189-274546-0006,6923,M,4189,F
4824-36027-0012_2754-161905-0002,4824,F,2754,F
8466-274557-0037_243-12956-0004,8466,M,243,F
6610-34596-0007_52-123202-0018,6610,F,52,F
2694-28858-0004_4969-58757-0013,2694,F,4969,M
4706-18009-0029_3928-153300-0014,4706,F,3928,F
448-122800-0061_2979-156237-0046,448,F,2979,F
5019-274728-0002_8259-276913-0031,5019,F,8259,F
1828-141203-0019_7155-10644-0073,1828,M,7155,M
6346-60784-0015_792-127528-0041,6346,M,792,F
7277-106407-0046_6088-34570-0007,7277,F,6088,F
2262-141716-0015_567-127934-0027,2262,M,567,M
6743-72306-0034_6249-290631-0025,6743,M,6249,M
4009-43903-0030_2553-163728-0015,4009,F,2553,F
5719-233361-0025_3796-16815-0005,5719,M,3796,M
6609-111351-0028_4991-6181-0076,6609,M,4991,F
1653-142374-0046_6411-58876-0003,1653,F,6411,F
8058-99402-0036_4277-185517-0005,8058,M,4277,M
7242-275146-0001_4771-6409-0053,7242,F,4771,M
6087-50469-0036_4211-3835-0023,6087,F,4211,F
6407-66985-0044_6106-58196-0029,6407,M,6106,F
1636-141789-0069_5874-52160-0028,1636,F,5874,M
6557-65546-0025_294-129973-0017,6557,F,294,F
6902-89167-0018_4958-11613-0021,6902,F,4958,M
6377-34619-0019_2660-173260-0036,6377,M,2660,M
8710-286293-0084_3845-8924-0015,8710,M,3845,M
1924-132574-0063_8443-294707-0039,1924,M,8443,F
75-853-0061_5913-40745-0007,75,M,5913,M
1094-157767-0040_4894-7788-0095,1094,M,4894,M
7559-96247-0000_1664-122623-0020,7559,M,1664,F
8531-282933-0012_6943-85172-0013,8531,M,6943,F
8710-286293-0040_2143-145731-0005,8710,M,2143,F
319-134959-0090_1107-133727-0011,319,M,1107,M
149-125760-0052_1166-14986-0007,149,M,1166,F
2356-154880-0036_255-121535-0045,2356,M,255,M
2967-4901-0079_1664-122623-0099,2967,F,1664,F
6685-70976-0023_2607-177749-0018,6685,M,2607,F
4402-3068-0024_2339-158764-0016,4402,M,2339,F
4005-14905-0020_4766-1814-0063,4005,F,4766,F
6254-61739-0027_6883-66623-0055,6254,F,6883,M
3143-160986-0006_1773-145729-0009,3143,F,1773,F
6513-71946-0015_7238-107675-0061,6513,F,7238,M
542-125349-0034_2754-161902-0027,542,M,2754,F
5700-44605-0027_7354-87667-0011,5700,M,7354,M
1746-143015-0001_2068-146217-0048,1746,M,2068,F
1985-144468-0069_4959-28894-0023,1985,M,4959,F
5545-52067-0008_7585-96245-0032,5545,M,7585,M
3470-116549-0038_1780-143478-0014,3470,M,1780,M
8710-295447-0032_1239-138254-0000,8710,M,1239,M
4659-12465-0030_5296-26679-0025,4659,M,5296,F
4263-14180-0021_585-294811-0036,4263,F,585,F
7326-245693-0000_5181-2488-0005,7326,M,5181,M
5781-52137-0006_7683-103530-0001,5781,M,7683,F
3045-155991-0063_1200-135043-0039,3045,M,1200,M
6689-64264-0023_3587-140711-0000,6689,F,3587,M
6906-65918-0060_1545-160887-0000,6906,F,1545,F
7348-275164-0019_2748-160959-0046,7348,F,2748,F
5831-98684-0023_6407-66983-0044,5831,F,6407,M
3848-28169-0002_1544-121405-0017,3848,F,1544,F
2496-156087-0010_2276-131549-0018,2496,M,2276,F
791-127519-0081_4546-16781-0033,791,M,4546,F
4576-66270-0025_51-121055-0194,4576,F,51,M
3179-7133-0010_5661-32891-0036,3179,F,5661,F
1665-141758-0032_29-130626-0053,1665,F,29,M
3895-6855-0051_466-134196-0019,3895,M,466,F
6746-72302-0043_4757-1811-0024,6746,M,4757,F
7170-281510-0005_4020-180307-0005,7170,M,4020,M
6713-56749-0012_5278-40890-0017,6713,M,5278,M
2021-235245-0019_3934-102413-0028,2021,M,3934,F
7826-271808-0019_7492-87279-0033,7826,M,7492,F
4667-92220-0046_6849-69603-0082,4667,F,6849,M
91-123511-0007_4078-7619-0042,91,M,4078,M
5132-33409-0059_46-127996-0030,5132,M,46,M
8531-282933-0044_6583-48224-0059,8531,M,6583,F
1260-139267-0023_8675-283202-0012,1260,M,8675,M
937-131548-0013_7327-93283-0032,937,F,7327,M
102-129232-0163_3135-166688-0010,102,F,3135,M
4122-11963-0000_4863-258982-0054,4122,M,4863,M
365-126328-0029_413-22436-0032,365,M,413,M
4085-11515-0023_6947-53263-0017,4085,M,6947,F
6323-10337-0001_8334-119398-0035,6323,M,8334,M
8322-276748-0090_4402-3066-0020,8322,M,4402,M
5682-32875-0006_51-121055-0050,5682,F,51,M
517-121739-0015_6773-76039-0046,517,M,6773,M
2909-81524-0009_3554-163609-0001,2909,F,3554,F
5181-2488-0024_7238-91112-0047,5181,M,7238,M
2712-3532-0044_1291-138273-0031,2712,F,1291,F
6846-76681-0040_7208-7768-0074,6846,M,7208,M
2185-150123-0039_6978-92936-0018,2185,M,6978,F
544-121090-0112_8422-258259-0012,544,M,8422,M
4216-10164-0045_2208-11020-0031,4216,F,2208,M
6072-67782-0022_2262-141714-0004,6072,F,2262,M
4090-183977-0016_690-133452-0027,4090,F,690,F
6967-50150-0002_921-127933-0023,6967,F,921,M
7424-98608-0026_8346-244446-0028,7424,M,8346,M
7138-291944-0015_7337-92819-0016,7138,F,7337,F
1107-134313-0007_3033-138641-0022,1107,M,3033,F
3144-166428-0051_5480-41798-0041,3144,M,5480,F
8071-114975-0014_319-134959-0070,8071,F,319,M
238-122530-0019_5244-54280-0021,238,F,5244,F
8413-284515-0022_7135-2346-0002,8413,M,7135,F
7835-97730-0043_2341-163407-0046,7835,M,2341,M
3571-173555-0001_1187-136220-0064,3571,M,1187,M
2341-163408-0011_542-125351-0022,2341,M,542,M
6533-399-0014_348-128030-0037,6533,M,348,M
7147-80028-0034_4701-15046-0044,7147,M,4701,M
4705-16048-0016_8675-283202-0015,4705,M,8675,M
2694-28858-0031_5506-69896-0045,2694,F,5506,M
7242-275160-0031_3143-160986-0049,7242,F,3143,F
4344-53906-0045_8156-104526-0019,4344,M,8156,F
4205-11977-0000_774-127930-0008,4205,M,774,F
5199-18509-0044_6798-77737-0032,5199,F,6798,M
3132-167603-0010_7607-89899-0027,3132,M,7607,F
6705-74243-0024_6687-119383-0044,6705,F,6687,M
3819-134153-0013_557-129797-0017,3819,M,557,M
7026-86946-0033_310-129055-0052,7026,F,310,F
1931-156647-0049_3144-166428-0013,1931,F,3144,M
6539-66421-0017_2152-133013-0021,6539,M,2152,F
428-125877-0024_5043-28401-0018,428,M,5043,M
5874-52159-0065_5271-10982-0024,5874,M,5271,F
782-126738-0130_705-157959-0035,782,F,705,F
7387-96092-0011_3595-176633-0016,7387,F,3595,M
2279-141140-0072_5460-18031-0081,2279,M,5460,M
4757-1811-0032_6945-60535-0102,4757,F,6945,M
6951-79737-0039_4742-74181-0016,6951,F,4742,F
8424-284526-0012_7331-86027-0042,8424,F,7331,F
4964-30587-0050_6923-82335-0018,4964,F,6923,M
5077-38108-0026_5545-66398-0023,5077,F,5545,M
5299-34547-0064_3334-171008-0032,5299,F,3334,F
3268-59224-0015_153-126652-0027,3268,M,153,M
2051-153962-0021_6276-62021-0058,2051,M,6276,M
3088-5441-0020_8394-96177-0006,3088,M,8394,M
2671-157948-0005_3088-5441-0032,2671,F,3088,M
7189-74189-0031_6346-60781-0006,7189,M,6346,M
4205-11977-0086_7467-69610-0012,4205,M,7467,F
177-122839-0011_7138-291944-0019,177,F,7138,F
3006-5698-0007_5886-27508-0009,3006,F,5886,M
1717-142305-0013_1110-134828-0032,1717,F,1110,M
5636-41792-0030_1239-139609-0027,5636,F,1239,M
7333-94827-0038_6794-73984-0071,7333,F,6794,F
1494-138315-0007_6242-26941-0097,1494,M,6242,F
1780-143478-0059_1924-132576-0038,1780,M,1924,M
5233-39051-0004_7644-104722-0016,5233,F,7644,F
8112-281876-0022_1977-133046-0071,8112,F,1977,F
4379-18034-0046_167-68704-0016,4379,M,167,M
1870-164323-0035_3373-174981-0025,1870,M,3373,M
3926-174988-0024_149-125760-0010,3926,F,149,M
2050-164332-0018_6333-39676-0022,2050,F,6333,M
884-129800-0033_8671-285138-0063,884,M,8671,M
6077-58756-0022_544-121090-0062,6077,M,544,M
3135-166688-0092_4766-1814-0005,3135,M,4766,F
149-125750-0018_152-183930-0006,149,M,152,M
7946-111913-0030_3564-132498-0017,7946,F,3564,F
6436-111962-0000_94-3794-0002,6436,M,94,M
8382-294774-0016_3588-54099-0029,8382,F,3588,F
6084-2159-0021_1342-133247-0024,6084,M,1342,F
277-127368-0040_3588-186215-0003,277,F,3588,F
5132-33409-0010_4063-12915-0009,5132,M,4063,F
1051-133881-0017_5831-98684-0040,1051,F,5831,F
2063-148526-0032_4969-58757-0002,2063,M,4969,M
5840-54188-0019_1179-139203-0027,5840,M,1179,M
2437-155505-0017_7046-85651-0058,2437,M,7046,M
2544-13195-0026_7360-86776-0061,2544,F,7360,F
1569-141082-0009_951-122301-0069,1569,F,951,F
1544-121405-0019_6145-54685-0038,1544,F,6145,F
1564-142299-0045_7026-86943-0001,1564,F,7026,F
2925-162505-0044_7618-102367-0003,2925,F,7618,M
3757-134142-0023_4005-14905-0006,3757,F,4005,F
3744-178594-0019_1444-133287-0036,3744,M,1444,M
4773-19207-0036_2671-157948-0024,4773,F,2671,F
7507-100660-0000_679-155529-0023,7507,F,679,M
1989-26962-0008_6792-73035-0040,1989,M,6792,M
3488-85273-0014_2587-54186-0032,3488,M,2587,F
1878-122453-0053_8444-281329-0040,1878,M,8444,M
4423-29084-0032_133-142924-0003,4423,M,133,M
4344-53906-0038_5185-24770-0020,4344,M,5185,M
4660-25053-0013_1579-128140-0011,4660,F,1579,F
6399-278846-0007_7565-101287-0044,6399,M,7565,M
283-130638-0033_8867-294715-0008,283,M,8867,F
8867-294715-0022_3675-10687-0031,8867,F,3675,F
8040-260923-0036_2292-150689-0005,8040,F,2292,M
8346-244446-0063_6506-10073-0049,8346,M,6506,M
2062-143900-0035_470-123366-0004,2062,F,470,M
1815-9918-0021_2346-152201-0071,1815,M,2346,F
5628-22450-0036_91-123521-0024,5628,M,91,M
2185-150123-0036_153-126651-0033,2185,M,153,M
5837-39905-0063_1373-135029-0034,5837,F,1373,F
6065-109178-0038_3079-164971-0048,6065,M,3079,F
8367-279367-0052_4420-5802-0065,8367,M,4420,M
1618-32399-0002_7892-295954-0009,1618,M,7892,F
4583-16044-0046_1633-150458-0009,4583,M,1633,F
8415-283469-0085_5287-39165-0036,8415,F,5287,F
3598-173222-0021_964-140397-0027,3598,F,964,M
6914-284528-0028_4511-45512-0010,6914,F,4511,F
2735-160603-0049_273-129288-0027,2735,F,273,M
1110-134828-0038_6178-86034-0016,1110,M,6178,F
2568-156117-0000_7683-103530-0079,2568,F,7683,F
