mixture_ID,primary_speaker,source_1_path,source_1_start,source_1_gain,source_2_path,source_2_start,source_2_gain,noise_path,noise_gain
1363-135842-0030_5163-39921-0011,1363,train-clean-100/1363/135842/1363-135842-0030.flac,82521,0.4997082062438236,train-clean-100/5163/39921/5163-39921-0011.flac,144876,0.36553505232926276,tr/8852.flac,0.08949659034744634
6880-216547-0064_3436-172171-0028,6880,train-clean-100/6880/216547/6880-216547-0064.flac,22781,0.4804199053684019,train-clean-100/3436/172171/3436-172171-0028.flac,136089,0.6114045938690694,tr_aug/14345.flac,0.09274519953841193
831-130746-0011_229-130880-0013,831,train-clean-100/831/130746/831-130746-0011.flac,32640,0.4962258055820558,train-clean-100/229/130880/229-130880-0013.flac,39345,0.33657500675180707,tr_aug/13385.flac,0.15881247846998373
3214-167602-0011_7178-34645-0024,3214,train-clean-100/3214/167602/3214-167602-0011.flac,225337,0.704513724102509,train-clean-100/7178/34645/7178-34645-0024.flac,6867,0.736262806209992,tr/2288.flac,0.14276438920539591
445-123857-0008_1447-130551-0033,445,train-clean-100/445/123857/445-123857-0008.flac,36053,0.631997463770214,train-clean-100/1447/130551/1447-130551-0033.flac,13506,1.7100082644275205,tr_aug/3075.flac,0.08797746886607465
8095-274346-0042_2182-181183-0019,8095,train-clean-100/8095/274346/8095-274346-0042.flac,6406,0.4568990802491283,train-clean-100/2182/181183/2182-181183-0019.flac,43434,0.8858747467367534,tr/7969.flac,0.32248961897193434
1246-124548-0002_8123-275216-0037,1246,train-clean-100/1246/124548/1246-124548-0002.flac,20963,0.9732808481662584,train-clean-100/8123/275216/8123-275216-0037.flac,86648,0.5131576633548905,tr/6851.flac,0.1387738734162002
445-123860-0020_7859-102519-0015,445,train-clean-100/445/123860/445-123860-0020.flac,53847,0.8770523648813936,train-clean-100/7859/102519/7859-102519-0015.flac,147944,0.38688856345273737,tr_aug/14861.flac,0.3999174245315199
118-124588-0014_2391-145015-0115,118,train-clean-100/118/124588/118-124588-0014.flac,33946,0.710272250794567,train-clean-100/2391/145015/2391-145015-0115.flac,13767,0.37192681122679916,tr_aug/19882.flac,0.2689519529953598
6209-34599-0014_412-126975-0079,6209,train-clean-100/6209/34599/6209-34599-0014.flac,13804,0.6297152676845403,train-clean-100/412/126975/412-126975-0079.flac,71028,0.5126340436203374,tr_aug/15970.flac,0.08375743047742187
2893-139322-0010_3112-9555-0073,2893,train-clean-100/2893/139322/2893-139322-0010.flac,9660,0.8601352506778848,train-clean-100/3112/9555/3112-9555-0073.flac,111406,0.44774565271074807,tr/1902.flac,0.20411817706403618
8580-287363-0023_254-145458-0000,8580,train-clean-100/8580/287363/8580-287363-0023.flac,22781,0.4146634652000453,train-clean-100/254/145458/254-145458-0000.flac,5017,0.6002796278976906,tr_aug/3088.flac,0.10902057613404573
7113-86041-0094_3857-182317-0006,7113,train-clean-100/7113/86041/7113-86041-0094.flac,32640,0.41807624318135395,train-clean-100/3857/182317/3857-182317-0006.flac,39345,0.7415975289449107,tr_aug/11996.flac,0.18894451790304265
4088-158077-0093_328-129766-0031,4088,train-clean-100/4088/158077/4088-158077-0093.flac,94265,0.4371477974745134,train-clean-100/328/129766/328-129766-0031.flac,6867,0.7624189810907318,tr_aug/6452.flac,0.25254502772289067
8108-280359-0022_150-132655-0030,8108,train-clean-100/8108/280359/8108-280359-0022.flac,36053,0.3444049954007181,train-clean-100/150/132655/150-132655-0030.flac,13506,0.7114635774822886,tr/5150.flac,0.1046565021474721
8051-119902-0029_412-126975-0006,8051,train-clean-100/8051/119902/8051-119902-0029.flac,6406,0.5426791922628601,train-clean-100/412/126975/412-126975-0006.flac,43434,0.7213397863021332,tr_aug/17045.flac,0.13967913339611396
4788-91208-0023_3168-173565-0001,4788,train-clean-100/4788/91208/4788-91208-0023.flac,20963,0.5071159122435905,train-clean-100/3168/173565/3168-173565-0001.flac,21112,0.8794670176411277,tr_aug/14268.flac,0.11525139963981537
1088-129236-0013_403-128339-0020,1088,train-clean-100/1088/129236/1088-129236-0013.flac,16071,0.7239716631636167,train-clean-100/403/128339/403-128339-0020.flac,53847,0.4663456649051615,tr_aug/1917.flac,0.17697048191236572
1723-141149-0079_3723-171631-0016,1723,train-clean-100/1723/141149/1723-141149-0079.flac,16872,0.7189904532838516,train-clean-100/3723/171631/3723-171631-0016.flac,33946,0.7426236781551092,tr/9704.flac,0.16388766473219485
7059-77900-0013_3699-47246-0007,7059,train-clean-100/7059/77900/7059-77900-0013.flac,13767,0.540970681026967,train-clean-100/3699/47246/3699-47246-0007.flac,16985,0.4733767493187997,tr/3159.flac,0.09613218923535821
6880-216547-0010_3486-166446-0014,6880,train-clean-100/6880/216547/6880-216547-0010.flac,13804,0.3902315498769395,train-clean-100/3486/166446/3486-166446-0014.flac,71028,0.21421768823447762,tr/9194.flac,0.1127982813995107
5192-19396-0025_7635-105409-0068,5192,train-clean-100/5192/19396/5192-19396-0025.flac,22781,0.7392383200696043,train-clean-100/7635/105409/7635-105409-0068.flac,5017,0.4982731902200492,tr/2498.flac,0.08616127829333536
8088-284756-0011_8425-287387-0032,8088,train-clean-100/8088/284756/8088-284756-0011.flac,32640,0.7864807889652571,train-clean-100/8425/287387/8425-287387-0032.flac,170417,0.679430539251744,tr/5785.flac,0.19595009015777043
445-123857-0007_118-47824-0002,445,train-clean-100/445/123857/445-123857-0007.flac,225337,0.44726770824954526,train-clean-100/118/47824/118-47824-0002.flac,137939,0.24356423186529805,tr_aug/4980.flac,0.20611217552207117
1624-168623-0035_4362-15663-0020,1624,train-clean-100/1624/168623/1624-168623-0035.flac,36053,0.3013587861487824,train-clean-100/4362/15663/4362-15663-0020.flac,113737,0.49565881410425594,tr/257.flac,0.13569475659466793
60-121082-0000_5163-39921-0027,60,train-clean-100/60/121082/60-121082-0000.flac,13506,0.7732825249622775,train-clean-100/5163/39921/5163-39921-0027.flac,6406,0.5994093986558234,tr_aug/3735.flac,0.15342758675174226
1069-133699-0049_4051-11217-0033,1069,train-clean-100/1069/133699/1069-133699-0049.flac,43434,0.4852158118083172,train-clean-100/4051/11217/4051-11217-0033.flac,20963,0.6036170133705674,tr_aug/2843.flac,0.19179691340251917
2136-5140-0028_27-123349-0019,2136,train-clean-100/2136/5140/2136-5140-0028.flac,81607,0.5160682689444248,train-clean-100/27/123349/27-123349-0019.flac,53847,0.697585636196666,tr_aug/12986.flac,0.13194496950875245
1743-142914-0013_587-41611-0026,1743,train-clean-100/1743/142914/1743-142914-0013.flac,147944,0.584623398380245,train-clean-100/587/41611/587-41611-0026.flac,33946,0.9342791542141586,tr/8524.flac,0.1623533363388549
7780-274562-0082_8095-274346-0024,7780,train-clean-100/7780/274562/7780-274562-0082.flac,13767,0.3775225517672958,train-clean-100/8095/274346/8095-274346-0024.flac,13804,0.448900256008629,tr_aug/15316.flac,0.18892030429102402
1926-143879-0010_5163-39921-0045,1926,train-clean-100/1926/143879/1926-143879-0010.flac,71028,1.179993143725829,train-clean-100/5163/39921/5163-39921-0045.flac,106587,0.957903507984103,tr_aug/10472.flac,0.11864206933323139
4362-15663-0101_7447-91187-0032,4362,train-clean-100/4362/15663/4362-15663-0101.flac,22781,0.41345956393030187,train-clean-100/7447/91187/7447-91187-0032.flac,136089,0.543457394340214,tr_aug/21283.flac,0.09752205782255745
7447-91186-0008_7859-102518-0008,7447,train-clean-100/7447/91186/7447-91186-0008.flac,32640,0.4609000699244561,train-clean-100/7859/102518/7859-102518-0008.flac,39345,0.8372495169829521,tr_aug/13184.flac,0.2934831674153318
7312-92432-0005_6019-3185-0032,7312,train-clean-100/7312/92432/7312-92432-0005.flac,6867,0.2932030852509213,train-clean-100/6019/3185/6019-3185-0032.flac,36053,0.44738549227479324,tr_aug/21690.flac,0.14107891879209686
5678-43302-0031_5322-7679-0035,5678,train-clean-100/5678/43302/5678-43302-0031.flac,13506,0.5369441502220843,train-clean-100/5322/7679/5322-7679-0035.flac,6406,1.2164617773336168,tr_aug/553.flac,0.20752380750972066
7226-86965-0046_196-122150-0037,7226,train-clean-100/7226/86965/7226-86965-0046.flac,43434,0.6944091926163538,train-clean-100/196/122150/196-122150-0037.flac,50736,0.5008873351049455,tr_aug/5167.flac,0.16353629559048188
26-495-0038_7059-88364-0030,26,train-clean-100/26/495/26-495-0038.flac,20963,0.4261558324658975,train-clean-100/7059/88364/7059-88364-0030.flac,53847,0.503971575598773,tr/9895.flac,0.20752534397892555
78-369-0058_5390-24512-0046,78,train-clean-100/78/369/78-369-0058.flac,147944,0.586396517838196,train-clean-100/5390/24512/5390-24512-0046.flac,33946,0.5873980540553325,tr_aug/8063.flac,0.1078951135683309
8425-292520-0005_4788-294466-0020,8425,train-clean-100/8425/292520/8425-292520-0005.flac,41671,0.37500271110110384,train-clean-100/4788/294466/4788-294466-0020.flac,13767,0.29452228524882434,tr/6903.flac,0.15640005373646765
3664-178366-0003_328-129766-0032,3664,train-clean-100/3664/178366/3664-178366-0003.flac,13804,0.31222401052551035,train-clean-100/328/129766/328-129766-0032.flac,71028,0.45588960910327997,tr_aug/10664.flac,0.1745027457014138
1235-135887-0010_5688-41232-0075,1235,train-clean-100/1235/135887/1235-135887-0010.flac,106587,0.3868054440462645,train-clean-100/5688/41232/5688-41232-0075.flac,9660,0.4772771568181809,tr_aug/10509.flac,0.3247065828104016
4680-16042-0017_7178-34644-0027,4680,train-clean-100/4680/16042/4680-16042-0017.flac,22781,0.4745852019542335,train-clean-100/7178/34644/7178-34644-0027.flac,136089,0.4796845086105229,tr/33.flac,0.08838696766916236
1743-142913-0026_831-130746-0042,1743,train-clean-100/1743/142913/1743-142913-0026.flac,32640,0.4188364464204585,train-clean-100/831/130746/831-130746-0042.flac,39345,0.3206886939461401,tr_aug/18713.flac,0.28308242486736873
8051-119902-0008_2289-152254-0013,8051,train-clean-100/8051/119902/8051-119902-0008.flac,94265,0.36732396409126755,train-clean-100/2289/152254/2289-152254-0013.flac,6867,0.5300464550745575,tr/9435.flac,0.3181860151619069
1898-145715-0031_4441-76250-0035,1898,train-clean-100/1898/145715/1898-145715-0031.flac,36053,1.4860386805106718,train-clean-100/4441/76250/4441-76250-0035.flac,48201,0.39328467962357005,tr_aug/18039.flac,0.08950185020935032
7302-86815-0003_5703-47198-0057,7302,train-clean-100/7302/86815/7302-86815-0003.flac,13506,0.5985466803796063,train-clean-100/5703/47198/5703-47198-0057.flac,6406,0.7698249708745378,tr/379.flac,0.10529372130085791
6437-66173-0049_3214-167606-0029,6437,train-clean-100/6437/66173/6437-66173-0049.flac,43434,0.6399648789345789,train-clean-100/3214/167606/3214-167606-0029.flac,20963,0.5774297662421182,tr_aug/12502.flac,0.10170158015649532
5163-39921-0014_6181-216552-0042,5163,train-clean-100/5163/39921/5163-39921-0014.flac,53847,0.6832997237973781,train-clean-100/6181/216552/6181-216552-0042.flac,147944,0.3822565694897024,tr_aug/9961.flac,0.19778840186940636
730-360-0021_8063-274112-0007,730,train-clean-100/730/360/730-360-0021.flac,33946,0.6331472954019842,train-clean-100/8063/274112/8063-274112-0007.flac,172743,0.7968336913178028,tr_aug/1130.flac,0.193887605382315
8088-284756-0020_426-122822-0020,8088,train-clean-100/8088/284756/8088-284756-0020.flac,13767,0.4958748840688723,train-clean-100/426/122822/426-122822-0020.flac,82521,0.9486139325281219,tr/5915.flac,0.12045441584975466
163-122947-0034_1624-168623-0034,163,train-clean-100/163/122947/163-122947-0034.flac,13804,1.5551991447763083,train-clean-100/1624/168623/1624-168623-0034.flac,71028,0.34927505062220277,tr_aug/11454.flac,0.09580795467240787
839-130898-0090_3168-173565-0017,839,train-clean-100/839/130898/839-130898-0090.flac,22781,1.0561523454653885,train-clean-100/3168/173565/3168-173565-0017.flac,5017,0.5236022525801237,tr_aug/19986.flac,0.11052551882200917
8747-293952-0018_6925-80680-0061,8747,train-clean-100/8747/293952/8747-293952-0018.flac,32640,0.4723250296932366,train-clean-100/6925/80680/6925-80680-0061.flac,39345,0.2918131662443145,tr/7699.flac,0.204081430073425
4214-7146-0020_150-132655-0015,4214,train-clean-100/4214/7146/4214-7146-0020.flac,137939,0.569011507394543,train-clean-100/150/132655/150-132655-0015.flac,36053,0.666180371752756,tr_aug/9188.flac,0.12338953439348917
3112-9555-0022_5322-7679-0027,3112,train-clean-100/3112/9555/3112-9555-0022.flac,13506,0.4184474020670793,train-clean-100/5322/7679/5322-7679-0027.flac,6406,0.8344545416848022,tr_aug/15600.flac,0.17196314088710846
298-126791-0016_7226-86964-0038,298,train-clean-100/298/126791/298-126791-0016.flac,43434,0.9213782557866902,train-clean-100/7226/86964/7226-86964-0038.flac,20963,0.5507927572315144,tr_aug/19249.flac,0.0849553716340957
1992-141719-0040_7511-102420-0028,1992,train-clean-100/1992/141719/1992-141719-0040.flac,86648,0.83916812990479,train-clean-100/7511/102420/7511-102420-0028.flac,81607,0.5985008566545678,tr/5388.flac,0.10779982829974552
625-132118-0009_7178-34644-0051,625,train-clean-100/625/132118/625-132118-0009.flac,53847,1.37771176093735,train-clean-100/7178/34644/7178-34644-0051.flac,16872,0.5297133352754908,tr_aug/18940.flac,0.13867281426921377
26-495-0084_696-93314-0006,26,train-clean-100/26/495/26-495-0084.flac,33946,0.46851360633517125,train-clean-100/696/93314/696-93314-0006.flac,41671,0.8215780829858954,tr_aug/9900.flac,0.14643950749237664
1098-133695-0005_4788-94904-0003,1098,train-clean-100/1098/133695/1098-133695-0005.flac,13767,0.44482889300504136,train-clean-100/4788/94904/4788-94904-0003.flac,13804,0.4868427496514963,tr/6556.flac,0.10535301233393299
7780-274562-0066_1867-154075-0026,7780,train-clean-100/7780/274562/7780-274562-0066.flac,250941,0.31682577736369316,train-clean-100/1867/154075/1867-154075-0026.flac,861,0.6431202223244289,tr_aug/10105.flac,0.13406910021750504
4362-15663-0104_3214-167607-0038,4362,train-clean-100/4362/15663/4362-15663-0104.flac,22781,0.5950032449912944,train-clean-100/3214/167607/3214-167607-0038.flac,5017,0.37088107721782987,tr/2506.flac,0.1620983032226507
426-122821-0038_118-47824-0042,426,train-clean-100/426/122821/426-122821-0038.flac,32640,0.33053827592101814,train-clean-100/118/47824/118-47824-0042.flac,39345,0.6169899705666864,tr/2808.flac,0.10274008659540414
6078-54007-0047_412-126975-0094,6078,train-clean-100/6078/54007/6078-54007-0047.flac,6867,0.36331805643132675,train-clean-100/412/126975/412-126975-0094.flac,36053,0.3467364593024193,tr_aug/6932.flac,0.15159782705815356
4137-11702-0001_1743-142912-0000,4137,train-clean-100/4137/11702/4137-11702-0001.flac,13506,0.8594523092613889,train-clean-100/1743/142912/1743-142912-0000.flac,6406,0.6615216150686914,tr_aug/7463.flac,0.09798658669369502
839-130898-0035_5561-39621-0026,839,train-clean-100/839/130898/839-130898-0035.flac,43434,0.4430015412823123,train-clean-100/5561/39621/5561-39621-0026.flac,152035,0.17432063877807488,tr/4265.flac,0.13705843710595847
696-92939-0035_1098-133695-0078,696,train-clean-100/696/92939/696-92939-0035.flac,86648,0.3576181813735778,train-clean-100/1098/133695/1098-133695-0078.flac,53847,0.49741265729222034,tr_aug/17431.flac,0.10960649724685674
3259-158083-0003_6367-65536-0062,3259,train-clean-100/3259/158083/3259-158083-0003.flac,33946,0.4782967905546865,train-clean-100/6367/65536/6367-65536-0062.flac,41671,0.4500597746871118,tr/337.flac,0.12266475702974088
19-227-0048_8797-294123-0062,19,train-clean-100/19/227/19-227-0048.flac,13767,0.3365401925938624,train-clean-100/8797/294123/8797-294123-0062.flac,82521,0.4972039726772475,tr/4075.flac,0.10998761630249913
2092-145706-0006_5463-39173-0024,2092,train-clean-100/2092/145706/2092-145706-0006.flac,13804,0.6115499082900764,train-clean-100/5463/39173/5463-39173-0024.flac,71028,0.7961082402832557,tr_aug/15766.flac,0.1441833233785351
6880-216547-0105_248-130644-0017,6880,train-clean-100/6880/216547/6880-216547-0105.flac,106587,0.853621004685209,train-clean-100/248/130644/248-130644-0017.flac,111406,1.465738530400384,tr_aug/2149.flac,0.2783714523585976
5339-14133-0008_5192-19397-0006,5339,train-clean-100/5339/14133/5339-14133-0008.flac,22781,0.36412647205115256,train-clean-100/5192/19397/5192-19397-0006.flac,5017,0.48423749024743123,tr/8947.flac,0.18419508597886755
1926-143879-0004_39-121916-0027,1926,train-clean-100/1926/143879/1926-143879-0004.flac,32640,1.086349599928715,train-clean-100/39/121916/39-121916-0027.flac,39345,0.6925083374615941,tr_aug/1199.flac,0.10569630567561558
1926-147979-0041_3879-173592-0037,1926,train-clean-100/1926/147979/1926-147979-0041.flac,6867,0.9485833663984705,train-clean-100/3879/173592/3879-173592-0037.flac,36053,0.5565872294403708,tr_aug/15377.flac,0.24310573688823742
89-219-0043_32-21634-0003,89,train-clean-100/89/219/89-219-0043.flac,113737,0.5163080138469619,train-clean-100/32/21634/32-21634-0003.flac,103299,0.40646070288934144,tr_aug/5741.flac,0.15002392281062835
150-126112-0020_7113-86041-0091,150,train-clean-100/150/126112/150-126112-0020.flac,13506,1.3661171033486983,train-clean-100/7113/86041/7113-86041-0091.flac,6406,0.4993273623096911,tr/387.flac,0.11868865729465128
7859-102521-0014_7511-102419-0049,7859,train-clean-100/7859/102521/7859-102521-0014.flac,174506,0.744992914444451,train-clean-100/7511/102419/7511-102419-0049.flac,81607,0.4599383732614458,tr_aug/6484.flac,0.1776937997111244
5652-39938-0037_4859-29340-0022,5652,train-clean-100/5652/39938/5652-39938-0037.flac,53847,0.7194066688091484,train-clean-100/4859/29340/4859-29340-0022.flac,147944,0.9160031617386083,tr_aug/12029.flac,0.19869767201405697
2436-2477-0005_103-1241-0022,2436,train-clean-100/2436/2477/2436-2477-0005.flac,33946,0.757629514916384,train-clean-100/103/1241/103-1241-0022.flac,41671,1.2182890290010462,tr_aug/5377.flac,0.20816843117102726
248-130644-0019_7078-271888-0026,248,train-clean-100/248/130644/248-130644-0019.flac,13767,1.2676937435519864,train-clean-100/7078/271888/7078-271888-0026.flac,13804,0.7137404617504622,tr_aug/11423.flac,0.10991536833026692
1737-148989-0009_26-495-0014,1737,train-clean-100/1737/148989/1737-148989-0009.flac,71028,0.7336850787644863,train-clean-100/26/495/26-495-0014.flac,9660,0.5564724824100729,tr_aug/10155.flac,0.2202788141414689
2836-5354-0009_332-128985-0023,2836,train-clean-100/2836/5354/2836-5354-0009.flac,22781,0.7247129703999265,train-clean-100/332/128985/332-128985-0023.flac,5017,0.5641545092095334,tr_aug/8616.flac,0.133849694250355
2691-156750-0030_2289-152254-0009,2691,train-clean-100/2691/156750/2691-156750-0030.flac,32640,0.7237223345071424,train-clean-100/2289/152254/2289-152254-0009.flac,39345,0.5728234624694482,tr_aug/3147.flac,0.0868418962510527
8014-280382-0009_1098-133695-0015,8014,train-clean-100/8014/280382/8014-280382-0009.flac,6867,0.6605671608146688,train-clean-100/1098/133695/1098-133695-0015.flac,13506,0.3319805923247266,tr_aug/11033.flac,0.13310916722504582
2817-142371-0014_4088-158077-0096,2817,train-clean-100/2817/142371/2817-142371-0014.flac,6406,0.7945507241841059,train-clean-100/4088/158077/4088-158077-0096.flac,81607,0.6411795663679679,tr_aug/5306.flac,0.13946560050056195
4214-7146-0008_2092-145706-0070,4214,train-clean-100/4214/7146/4214-7146-0008.flac,53847,0.40892928676697493,train-clean-100/2092/145706/2092-145706-0070.flac,16872,0.5805435200884066,tr_aug/9702.flac,0.15175159262187812
6272-70191-0029_1898-145720-0000,6272,train-clean-100/6272/70191/6272-70191-0029.flac,33946,0.5211981105454536,train-clean-100/1898/145720/1898-145720-0000.flac,172743,0.6511954639708284,tr_aug/7828.flac,0.1254256516034908
4406-16882-0036_587-54108-0032,4406,train-clean-100/4406/16882/4406-16882-0036.flac,13767,0.6689346555954937,train-clean-100/587/54108/587-54108-0032.flac,13804,1.3397832077244558,tr/3451.flac,0.1530000127820017
2391-145015-0109_1992-141719-0050,2391,train-clean-100/2391/145015/2391-145015-0109.flac,71028,0.525107271973146,train-clean-100/1992/141719/1992-141719-0050.flac,106587,0.5998755073814813,tr_aug/9728.flac,0.0893308222932686
2289-152254-0006_8580-287363-0016,2289,train-clean-100/2289/152254/2289-152254-0006.flac,9660,0.43193503744134865,train-clean-100/8580/287363/8580-287363-0016.flac,73379,0.347531707279663,tr_aug/6064.flac,0.12262206518051455
2691-156755-0027_4267-78186-0008,2691,train-clean-100/2691/156755/2691-156755-0027.flac,26021,0.3008260712045144,train-clean-100/4267/78186/4267-78186-0008.flac,51236,0.5854322308400411,tr_aug/20451.flac,0.11702521129831409
441-128988-0000_2391-145015-0023,441,train-clean-100/441/128988/441-128988-0000.flac,22781,0.5291489904213121,train-clean-100/2391/145015/2391-145015-0023.flac,5017,0.8114651347453263,tr/31.flac,0.09700443553682075
5322-7679-0037_412-126975-0078,5322,train-clean-100/5322/7679/5322-7679-0037.flac,32640,0.7308731121454589,train-clean-100/412/126975/412-126975-0078.flac,39345,0.46457374394301615,tr_aug/9055.flac,0.2094130219550876
